ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN
ANIMAL, HEMODERIVADOS)"
BOTICA U.M.R. SAN LUCAS,BOTICA,DOMICILIO CONOCIDO,CENTRO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0002,15/07/99,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA DE LA U.M.R. DEL IMSS FCO. I. MADERO,BOTICA,DOMICILIO CONOCIDO,CENTRO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0003,15/07/09,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA  DE LA U.M.R. DEL IMSS  MANUEL ÁVILA CAMACHO,BOTICA,DOMICILIO CONOCIDO,/MANUEL ÁVILA CAMACHO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0004,15/07/09,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE SAN FCO. DE LOS GALLARDO,BOTICA,DOMICILIO CONOCIDO,SAN FCO. DE LOS GALLARDO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0005,30/11/17,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS Y HEMODERIVADOS"
BOTICA CENTRO DE SALUD RURAL,BOTICA,DOMICILIO CONOCIDO,SAN JOSÉ DE MORTEROS,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0006,26/10/17,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS Y HEMODERIVADOS"
BOTICA U.M.F.,BOTICA,HIDALGO #85-BIS,NIEVES,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0007,31/01/00,"II, III"
BOTICA DEL CENTRO DE SALUD DISPERSO LUIS MOYA,BOTICA,DOMICILIO CONOCIDO,LUIS MOYA,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0009,01/11/17,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS Y HEMODERIVADOS"
"BOTICA DEL C. DE S. R. D.""ESTACIÓN PACHECO""",BOTICA,DOMICILIO CONOCIDO,ESTACIÓN PACHECO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0010,08/02/00,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD SAN GIL,BOTICA,DOMICILIO CONOCIDO,SAN GIL,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0011,01/11/17,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS,  HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DISPERSO LA LAGUNA VALENCIANA,BOTICA,DOMICILIO CONOCIDO,LA LAGUNA VALENCIANA,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0012,01/11/17,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS,  HEMODERIVADOS"
BOTICA CENTRO DE SALUD LAS NORIAS (NORIAS),BOTICA,DOMICILIO CONOCIDO,NORIAS,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0013,08/08/18,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS,  HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD RURAL CONCENTRADO FCO. R. MURGUIA,BOTICA,CARRETERA NIEVES-ORAN KM 1,CENTRO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0014,18/09/12,"II,  III,VACUNAS,TOXOIDES, HEMODERIVADOS"
FARMACIA REX,FARMACIA,ALLENDE #19,CENTRO,98350,JUAN ALDAMA,ZACATECAS,32 022 09 0001,04/03/99,"I, II, III"
FARMACIA CENTENARIO,FARMACIA,AV. CENTENARIO #8,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0002,04/03/99,"I, II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
FARMACIA RODRÍGUEZ,FARMACIA,PLUTARCO ELÍAS CALLES #19,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0004,16/02/18,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA COSMOS,FARMACIA,MORELOS #29,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0007,05/11/19,"I, II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
FARMACIA ISSSTEZAC #15,FARMACIA,CENTENARIO ESQ.  CON HIDALGO S/N,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0009,18/11/99,"II,  III,VACUNAS,TOXOIDES HEMODERIVADOS"
FARMACIA SAN ANTONIO,FARMACIA,AV. CENTENARIO No. 22 NORTE,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0010,17/10/00,"II, III"
FARMACIA EL ÁLAMO,FARMACIA,PLUTARCO ELÍAS CALLES #10,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0015,14/08/02,"II, III"
FARMACIA SAN JUAN BAUTISTA,FARMACIA,MORELOS 1-B,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0016,23/07/02,"II, III, SUEROS"
FARMACI MI BODEGA AURRERA JUAN ALDAMA,FARMACIA,ALTAMIRANO SUR #127-A,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0020,15/12/10,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
FARMACIA DEL REY,FARMACIA,CENTENARIO # 27 NTE,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0021,12/12/14,"II, III"
FARMACIA SAN JUAN,FARMACIA,AV. CENTENARIO NORTE #62,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0022,16/05/19,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SAN PEDRO,FARMACIA,CALLE HIDALGO #11,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0023,12/09/19,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS, HEMODERIVADOS"
FARMACIA DEL MILAGRO,FARMACIA,CALLE EMILIO CARRANZA #2,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0024,17/10/19,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS, HEMODERIVADOS"
FARMACIA DEL CENTRO,FARMACIA,CALLE ALLENDE #32,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 09 0025,18/12/19,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS, HEMODERIVADOS"
BOTICA DE LA U.M.R. DEL IMSS OJITOS,BOTICA,DOMICILIO CONOCIDO,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 10 0001,15/07/99,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD JUAN ALDAMA,BOTICA,PLUTARCO ELÍAS CALLES #6,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 10 0002,08/08/18,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS, HEMODERIVADOS"
BOTICA UNIDAD MEDICINA FAMILIAR #26 JUAN ALDAMA,BOTICA,PLUTARCO ELÍAS CALLES #70,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 10 0003,25/06/18,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.F.,BOTICA,MORELOS S/N,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 10 0004,31/10/19,"II, III, VACUNAS, SUEROS, TOXOIDES, ANTITOXINAS, HEMODERIVADOS"
,BOTICA,,CENTRO,98300,JUAN ALDAMA,ZACATECAS,32 022 10 0005,02/03/06,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS"
BOTICA DIMESA DEL HOSPITAL COMUNITARIO JUAN ALDAMA,BOTICA,MIGUEL AUZA S/N,LOS CONOS,98300,JUAN ALDAMA,ZACATECAS,32 022 10 0008,21/10/14,"I, II, III"
FARMACIA SAN FRANCISCO,FARMACIA,5 DE FEBRERO #16,CENTRO,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0001,10/03/99,"II, III, TOXOIDES, HEMODERIVADOS"
FARMACIA SAN FRANCISCO,FARMACIA,CONSTITUCIÓN #70-B,CENTRO,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0002,14/12/01,"II, III, TOXOIDES, HEMODERIVADOS"
FARMACIA SANTA ANA,FARMACIA,EDMUNDO SÁNCHEZ #6-B,CENTRO,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0003,09/03/99,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA GIACOMAN,FARMACIA,CONSTITUCIÓN #30-4,CENTRO,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0004,21/11/00,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA GUADALUPE,FARMACIA,AV. GONZALO VILLASEÑOR #15-A,CENTRO,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0005,09/03/99,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS"
FARMACIA SANTO NIÑO,FARMACIA,COLOTLÁN #15-B,CENTRO,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0006,09/03/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS"
FARMACIA ISSSTEZAC,FARMACIA,BENJAMÍN GUZMAN # 4,CENTRO,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0010,17/05/02,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA SANTA CRUZ,FARMACIA,AVENIDA JUÁREZ #76-C,SAN GABRIEL,98330,MIGUEL AUZA,ZACATECAS,32 029 09 0011,25/02/20,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD DE MIGUEL AUZA,BOTICA,PROLONGACION CONSTITUCION S/N,JARDINES DE LA NUEVA ESPAÑA,98330,MIGUEL AUZA,ZACATECAS,32 029 10 0005,09/09/13,"II, III, HEMODERIVADOS, VACUNAS, TOXOIDES"
BOTICA DEL CENTRO DE SALUD LA HONDA,BOTICA,CAMPO 15,EX HACIENDA LA HONDA,98340,MIGUEL AUZA,ZACATECAS,32 029 10 0006,09/09/13,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS"
FARMACIA SAN JUAN,FARMACIA,DR. DELGADILLO # 50-B,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0002,13/04/99,"II, III, VACUNAS, SUEROS, HEMODERIVADOS"
FARMACIA LIBERTAD,FARMACIA,C. LIBERTAD #44,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0003,20/04/99,"II, III"
FARMACIA DEL ROCÍO,FARMACIA,FCO. I MADERO #10,PROGRESO,98410,RÍO GRANDE,ZACATECAS,32 039 09 0004,21/04/99,"I, II, III, VACUNAS"
FARMACIA PROGRESO,FARMACIA,INDEPENDENCIA S/N,CENTRO/COL. PROGRESO,98410,RÍO GRANDE,ZACATECAS,32 039 09 0006,23/04/99,"II. III, VACUNAS"
FARMACIA SAN JOSÉ,FARMACIA,GILBERTO DELGADILLO #19-A,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0007,27/04/99,"II, III, TOXOIDES, HEMODERIVADOS"
FARMACIA SANTA ELENA,FARMACIA,CONSTUTUCIÓN #73,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0009,03/05/99,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA DEL AHORRO,FARMACIA,CONSTITUCIÓN #40,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0011,18/05/00,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA DEL BARRENO,FARMACIA,CALLEJÓN JUÁREZ #7,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0014,03/06/99,"II, III, TOXOIDES, SUEROS,  ANTITOXINAS, HEMODERIVADOS, VACUNAS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,CORREGIDORA #9,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0016,10/06/99,"II, III, TOXOIDES, SUEROS,  ANTITOXINAS, HEMODERIVADOS, VACUNAS"
FARMACIA SANTO NIÑO DE ATOCHA,FARMACIA,CONSTITUCIÓN #3,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0017,14/06/99,"II, III, TOXOIDES, SUEROS,  ANTITOXINAS, HEMODERIVADOS, VACUNAS"
FARMACIA CRISTAL,FARMACIA,ZACATECAS #6,CENTRO/LORETO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0019,13/09/99,"II, III, TOXOIDES, SUEROS,  ANTITOXINAS, HEMODERIVADOS"
FARMACIA J.M.,FARMACIA,CARR. SALIDA A FRESNILLO KM. 57,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0020,01/10/99,"II, III, TOXOIDES, SUEROS,  ANTITOXINAS, HEMODERIVADOS, VACUNAS"
FARMACIA TEPEYAC,FARMACIA,CALLE CONSTITUCIÓN #106,COL. PROGRESO,98410,RÍO GRANDE,ZACATECAS,32 039 09 0023,14/06/00,"II, III, TOXOIDES, SUEROS,  ANTITOXINAS, HEMODERIVADOS, VACUNAS"
"FARMACIA DEL CTO. MÉD.SANTA ELENA, SA CV",FARMACIA,EVA SÁMANO DE LÓPEZ MATEOS #10,LÓPEZ MATEOS,98400,RÍO GRANDE,ZACATECAS,32 039 09 0024,21/12/00,"II, III, TOXOIDES, SUEROS,  ANTITOXINAS, HEMODERIVADOS, VACUNAS"
FARMACIA MI BODEGA AURRERA  RÍO GRANDE,FARMACIA,BOULEVARD MAESTROS ILUSTRES #3,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0030,15/12/06,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
FARMACIA JM,FARMACIA,CARR. A FRESNILLO KM. 54.3,SAN JUDAS TADEO,98400,RÍO GRANDE,ZACATECAS,32 039 09 0031,07/05/07,"II,III,VACUNAS,TOXOIDES,HEMODERIVADOS,SUEROSANTITOXINAS"
FARMACIA SUC 493,FARMACIA,BLVD. MAESTROS ILUSTRES # 29,VICENTE GUERRERO,98400,RIO GRANDE,ZACATECAS,32 039 09 0033,06/12/11,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
FARMACIA SAN JOSE,FARMACIA,AV. ALFONSO MEDINA # 4-C,JOSE MARIA MORELOS Y PAVON,98400,RIO GRANDE,ZACATECAS,32 039 09 0034,02/09/14,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
"FARMACIA GUADALAJARA, S.A. DE C.V. SUC. MAESTROS",FARMACIA,AV. MAESTROS ILUSTRES #4,CENTRO,98400,RIO GRANDE,ZACATECAS,32 039 09 0035,19/10/17,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
FARMACIA GENEREX,FARMACIA,CALLE GUERRERO #17 INTERIOR 10,CENTRO,98420,RIO GRANDE,ZACATECAS,32 039 09 0036,13/05/19,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA I.M.S.S.,BOTICA,LERMA #26,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 10 0001,28/04/99,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA HOSPITAL  RURAL  DE  SOLIDARIDAD I.M.S.S.  No.53,BOTICA,CARRETERA FRESNILLO-RIO GRANDE TORREON KM. 57.3,CARR.FLLO./RÍO GRANDE,98400,RÍO GRANDE,ZACATECAS,32 039 10 0002,07/05/99,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA U.M.R. CIÉNEGA Y MANCILLAS,BOTICA,DOMICILIO CONOCIDO,CIÉNEGA Y MANCILLAS,98400,RÍO GRANDE,ZACATECAS,32 039 10 0003,15/07/99,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA U.M.R. LAS ESPERANZAS,BOTICA,DOMICILIO CONOCIDO,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 10 0004,15/07/99,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA DE LA U.M.R.DEL IMSS DE LA COL. PROGRESO,BOTICA,DOMICILIO CONOCIDO,COL.PROGRESO,98400,RÍO GRANDE,ZACATECAS,32 039 10 0005,15/07/99,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA DE LA U.M.R. DEL IMSS LOS RAMÍREZ,BOTICA,DOMICILIO CONOCIDO,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 10 0006,15/07/99,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA CENTRO DE SALUD CONCENTRADO LA LUZ,BOTICA,20 DE NOVIEMBRE S/N,LA LUZ,98400,RÍO GRANDE,ZACATECAS,32 039 10 0008,18/10/17,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA CENTRO DE SALUD RURAL  DISPERSO TETILLAS,BOTICA,PRIVADA SANTA RITA S/N,TETILLAS,98400,RÍO GRANDE,ZACATECAS,32 039 10 0009,26/10/17,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA CENTRO DE SALUD DISPERSO LA FLORIDA,BOTICA,GALEANA S/N,LA FLORIDA,98400,RÍO GRANDE,ZACATECAS,32 039 10 0010,18/10/17,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA U.M.F. RÍO GRANDE,BOTICA,INSURGENTES S/N,CENTRO,98400,RÍO GRANDE,ZACATECAS,32 039 10 0011,01/11/17,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD DISPERSO EMILIANO ZAPATA,BOTICA,DOMICILIO CONOCIDO,COL. EMILIANO ZAPATA,98400,RÍO GRANDE,ZACATECAS,32 039 10 0012,01/11/17,"II ,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD RURAL DISPERSO COL. PROGRESO,BOTICA,DOMICILIO CONOCIDO,COL. PROGRESO,98400,RÍO GRANDE,ZACATECAS,32 039 10 0013,01/11/17,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTITOXINAS"
BOTICA UNEME EC,BOTICA,2 DE ABRIL S/N,COL. AZTECA,98422,RÍO GRANDE,ZACATECAS,32 039 10 0014,16/11/12,"II, III ,VACUNAS,TOXOIDES, HEMODERIVADOS"
BOTICA CENTRO DE SALUD CON SERVICIOS AMPLIADOS,BOTICA,JACARANDAS S/N,LOS SAUCES,98422,RÍO GRANDE,ZACATECAS,32 039 10 0015,08/08/16,"II, III, VACUNAS,TOXOIDES, HEMODERIVADOS"
BOTICA CENTRO DE SALUD,BOTICA,DOMICILIO CONOCIDO,CENTRO,99940,APOZOL,ZACATECAS,32 001 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R.,BOTICA,GONZÁLEZ ORTEGA #1,PALMA CUATA,99940,APOZOL,ZACATECAS,32 001 10 0002,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R.,BOTICA,NIÑOS HÉROES S/N,/SAN ISIDRO,99949,APOZOL,ZACATECAS,32 001 10 0003,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD TENAYUCA,BOTICA,DOMICILIO CONOCIDO,/TENAYUCA,99930,APULCO,ZACATECAS,32 002 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE  APULCO,BOTICA,DOMICILIO CONOCIDO,CENTRO,99930,APULCO,ZACATECAS,32 002 10 0002,21/07/09,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DEL C. DE S. DE JOAQUÍN AMARO,BOTICA,DOMICILIO CONOCIDO,CENTRO,99590,GRAL. JOAQUÍN AMARO,ZACATECAS,32 015 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. ANTONIO R. VELA,BOTICA,DOMICILIO CONOCIDO,/ANTONIO R. VELA,99590,GRAL. JOAQUÍN AMARO,ZACATECAS,32 015 10 0002,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SAN FRANCISCO,FARMACIA,JUÁREZ #11,CENTRO,99670,HUANUSCO,ZACATECAS,32 018 09 0001,10/08/17,"II, III, VACUNAS, SUEROS"
BOTICA U.M.R. LA PALMA,BOTICA,ROSALES # 13,CENTRO/LA PALMA,99670,HUANUSCO,ZACATECAS,32 018 10 0001,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD HUANUSCO,BOTICA,DOMICILIO CONOCIDO,CENTRO,99670,HUANUSCO,ZACATECAS,32 018 10 0002,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA UMF Nº 25 DEL IMSS,BOTICA,2 DE ABRIL S/N,SAN FRANCISCO,99670,HUANUSCO,ZACATECAS,32 018 10 0003,12/10/06,"II, III, VACUNAS, SUEROS"
FARMACIA KRISTAL,FARMACIA,JUÁREZ #126,CENTRO,99600,JALPA,ZACATECAS,32 019 09 0002,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA LÓPEZ OROZCO,FARMACIA,ADOLFO VILLA SEÑOR #3,CENTRO,99600,JALPA,ZACATECAS,32 019 09 0006,10/08/17,"I, II, III, VACUNAS, SUEROS, HEMODERIVADOS"
FARMACIA HIDALGO,FARMACIA,HIDALGO #50,CENTRO,99600,JALPA,ZACATECAS,32 019 09 0008,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA SAN JOSÉ,FARMACIA,FCO. I. MADERO #211 ESQ. PORFIRIO DÍAZ S/N,LINDAVISTA,99601,JALPA,ZACATECAS,32 019 09 0010,09/08/17,"I, II, III, VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,JUÁREZ #215,CENTRO,99600,JALPA,ZACATECAS,32 019 09 0017,10/08/17,"II, III, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
FARMACIA MI BODEGA AURRERA JALPA,FARMACIA,PROLONGACION DE CALLE JUAREZ # 1824,LA Y GRIEGA,99600,JALPA,ZACATECAS,32 019 09 0018,10/08/17,"II, III, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD LA PITAYA,BOTICA,DOMICILIO CONOCIDO,/LA PITAYA,99600,JALPA,ZACATECAS,32 019 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. ZARAGOZA,BOTICA,DOMICILIO CONOCIDO,/ZARAGOZA,99600,JALPA,ZACATECAS,32 019 10 0002,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. COL. ARECHIGA,BOTICA,MANZANILLO #7,/ARECHIGA,99600,JALPA,ZACATECAS,32 019 10 0003,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.F. #10,BOTICA,ANTONIO CERVANTES Y J. ISABEL ROBLES S/N,SAN ANTONIO,99600,JALPA,ZACATECAS,32 019 10 0004,09/06/99,"II, III, VACUNAS, SUEROS"
BOTICA HOSPITAL COMUNITARIO JALPA,BOTICA,CARRETERA A ZACATECAS S/N,MESA DEL SALTO,99601,JALPA,ZACATECAS,32 019 10 0005,31/01/00,"I, II, III, VACUNAS, SUEROS"
BOTICA C. DE SALUD GUADALUPE VICTORIA,BOTICA,DOMICILIO CONOCIDO,/ GUADALUPE VICTORIA,99620,JALPA,ZACATECAS,32 019 10 0006,21/06/00,"II, III, VACUNAS, SUEROS"
"BOTICA U.M.F. ISSSTE, JALPA",BOTICA,PLAZUELA ARECHIGA # 17,CENTRO,99601,JALPA,ZACATECAS,32 019 10 0007,19/07/11,"II, III, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DIMESA JALPA,BOTICA,BLVD. SALIDA A ZACATECAS S/N,MEZA DEL SALTO,99600,JALPA,ZACATECAS,32 019 10 0008,13/12/17,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"FARMACIA ""SAGRADO CORAZÓN"" SUC.",FARMACIA,CUAUTLA ESQ. ROSALES,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0002,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA LA GUADALUPANA,FARMACIA,NICOLÁS BRAVO # 25,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0005,10/08/17,"II, III, SUEROS"
FARMACIA JUCHIPILA,FARMACIA,GUADALUPE VICTORIA # 6,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0006,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA SAGRADO CORAZÓN,FARMACIA,MIXTÓN # 2,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0008,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA SAN FRANCISCO,FARMACIA,TENOCHTITLAN #47,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0012,10/08/17,"II, III, SUEROS"
FARMACIAS AHUACATLÁN,FARMACIA,NICOLÁS BRAVO # 4,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0013,10/08/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA ROBLES,FARMACIA,GUADALUPE VICTORIA #37,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0015,10/08/17,"II, III, VACUNAS, SUEROS"
