ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA HIDALGO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PINO SUAREZ ESQ. 5 DE MAYO NUM. 501,CENTRO,86751,CENTLA,TABASCO,27003010048,21/11/2006,
FARMACIA SAN JOSE,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PINO SUAREZ NUM. 101,VILLA VICENTE GUERRERO,86751,CENTLA,TABASCO,27003010268,21/11/2006,
FARMACIA DEL CESSA VICENTE GUERRERO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","KM 0+200 CARRETERA A PLAYA PICO 
DE ORO SN.",VILLA VICENTE GUERRERO,86761,CENTLA,TABASCO,27003010754,06/02/2018,
"FARMACIA DE DESCUENTO UNION 
SUCURSALFRONTERA MERCADO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",JUAN ALDAMA 617,CENTRO,86750,CENTLA,TABASCO,27003010704,25/01/2017,
FARMACIA DE SIMILARES S.A. DE C.V.,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE AQUILES SERDAN NO 252,VILLA CUAUHTEMOC,86761,CENTLA,TABASCO,27003010390,26/08/2010,
FARMACIA SAN ANTONIO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE EMILIANO ZAPATA # 10,VILLA VICENTE GUERRERO,86750,CENTLA,TABASCO,27003010047,21/11/2006,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIA DEL HOSPITAL COMUNITARIO DE 
CENTLA","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CALLE GREGORIO MENDEZ ESQ. JUSTO 
SIERRA",DEPORTIVA,86750,CENTLA,TABASCO,27003010036,20/11/2006,
FARMACIA GONGORA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CALLE GRIJALVA ESQ. QUINTANA ROO 
S/N.",CENTRO,86750,CENTLA,TABASCO,27003010042,21/11/2006,
FARMACIA HOSPITAL NAVAL FRONTERA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE IGNACIO ZARAGOZA SN.,COL. JACOBO NAZAR,86751,CENTLA,TABASCO,27003010573,16/02/2016,
FARMACIA MI BODEGA AURRERA ZARAGOZA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE INDEPENDENCIA S/N.,CENTRO,86750,CENTLA,TABASCO,27003010418,18/07/2011,
FARMACIA YZA FRONTERA CENTRO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",JOSE MARIA PINO SUAREZ 610 A,CENTRO,86750,CENTLA,TABASCO,27003010680,09/11/2016,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL FRONTERA 01","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE PINO SUAREZ 620,CENTRO,86750,CENTLA,TABASCO,27003010043,21/03/2019,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL FRONTERA 02","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CALLE PINO SUAREZ ESQ. BENITO 
JUAREZ NO. 101",CENTRO,86750,CENTLA,TABASCO,27003010044,21/03/2019,
FARMACIAS DE DESCUENTO UNION,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE QUINTIN ARAUZ S/N.,VILLA VICENTE GUERRERO,86750,CENTLA,TABASCO,27003010049,21/11/2006,
FARMACIA CIMEG,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",JUAN DEL GRIJALVA MZ 3 LOTE 11.,COL. ULISES GARCIA,86750,CENTLA,TABASCO,27003010555,,
"TIENDAS SORIANA SA DE CV (FARMACIA 
SORIANA CENTLA)","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",JUAN DEL GRIJALVA S/N.,JACOBO NAZAR,86750,CENTLA,TABASCO,27003010380,,
"FARMACIA ALOPATICA "" UNIDAD MEDICA 
FAMILIAR ISSSTE""","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","PROLONGACION DE ALVARO OBREGON 
S/N.",JACOBO NAZAR,86751,CENTLA,TABASCO,27003010041,22/02/2010,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL FRONTERA PERIFERICO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",JUAN DEL GRIJALVA SN. LOTE 81,CENTRO,86750,CENTLA,TABASCO,27003010595,21/03/2019,
"FARMACIA YZA VILLAHERMOSA AVENIDA 
MEXICO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AVENIDA PROLONGACION AV. MEXICO 
403","TAMULTE DE LAS 
BARRANCAS",86150,CENTRO,TABASCO,27004010824,02/09/2019,
FARMACIA CEMCAV,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. GREGORIO MENDEZ MAGAÑA 1108,CENTRO,86000,CENTRO,TABASCO,27004010816,26/06/2019,
FARMACIA DEL AHORRO SUCURSAL ATASTA II,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AVENIDA GREGORIO MENDEZ MAGAÑA 
NUM. 2911",ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010813,31/05/2019,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","BOULEVARD ADOLFO RUÍZ CORTINES 
1019",ADOLFO LOPEZ MATEOS,86040,CENTRO,TABASCO,27004010810,11/04/2019,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. 27 DE FEBRERO 2514,ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010812,08/05/2019,
"FARMACIAS DEL AHORRO SUCURSAL 
PACIFICO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","BOULEVARD ADOLFO RUIZ CORTINEZ 
1808",COL. ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010806,30/01/2019,
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV.27 DE FEBRERO 1444,COL. GIL Y SAENZ,86080,CENTRO,TABASCO,27004010805,21/12/2018,
FARMACIA DE LA CLINICA CEMI,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE BLANCAS MARIPOSAS 119,FRACC. REAL DEL ANGEL,86153,CENTRO,TABASCO,27004010779,14/06/2018,
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. NIÑOS HEROES 415,COL. ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010804,21/12/2018,
"FARMACIA DEL AHORRO SUCURSAL 27 DE 
FEBRERO II","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AVENIDA 27 DE FEBRERO 1743,ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010803,18/12/2018,
"FARMACIA SAN AGUSTIN DOLOR Y 
ESPECIALIDAD","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV.27 DE FEBRERO 960,COL. CENTRO,86039,CENTRO,TABASCO,27004010799,16/10/2018,
FARMACIA DE GENERICOS,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE 4 No. 12,COL. EL RECREO,86020,CENTRO,TABASCO,27004010796,08/10/2018,
FARMACIAS CUMULUS,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","AVENIDA SAMARKANDA 302, LOCAL 2 Y 
3",FRACC. OROPEZA,86030,CENTRO,TABASCO,27004010800,20/11/2018,
FARMACIA Y DROGUERIA CABALLERO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AV. QUINTIN ARAUZ 120 L0CAL 5,C0L. PRIMERO DE MAYO,86190,CENTRO,TABASCO,27004010789,27/08/2018,
"FARMACIA INTRAHOSPITALARIA DE CLINICA 
GALENUS","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE ANDRES GARCIA 249-B,COL. PRIMERO DE MAYO,86190,CENTRO,TABASCO,27004010786,06/08/2018,
FARMACIA MEGA SORIANA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE EJERCITO MEXICANO 102,COL. ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010787,06/08/2018,
FARMACIA QUIRURGICA INTEGRAL,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","AV. JUAN ESTRADA TORRE 101 C LOCAL 
58",PRIMERO DE MAYO,86190,CENTRO,TABASCO,27004010774,14/05/2018,
FARMACIA COSTCO DE MEXICO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CIRCUITO INTERIOR CARLOS PELLICER 
CAMARA 403","COL. PLUTARCO ELIAS 
CALLES",86170,CENTRO,TABASCP,27004010785,27/07/2018,
FARMACIA LA PAZ,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AVENIDA GREGORIO MENDEZ 1220,COL. CENTRO,86000,CENTRO,TABASCO,27004010780,27/07/2018,
FARMACIA DE LA CLINICA LA CITA MEDICA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AVENIDA PASEO TABASCO 409,MUNICIPAL,86090,CENTRO,TABASCO,27004010783,20/07/2018,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CALLE RAFAEL MARTINEZ DE ESCOBAR 
307",COL. CENTRO,86000,CENTRO,TABASCO,27004010771,09/04/2018,
FARMACIAS DEL AHORRO SUCURSAL TOREO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AVENIDA RUIZ CORTINEZ ESQUINA 
AVENIDA 27 DE FEBRERO 2101",COL. ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010760,10/03/2018,
"FARMACIA DEL AHORRO SUCURSAL PEDRO C. 
COLORADO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV. PASEO TABASCO ESQUINA 
PROLONGACION PEDRO C. COLORADO 
315",COL. MUNICIPAL,86090,CENTRO,TABASCO,27004010747,22/12/2017,
FARMESUR,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AV. GREGORIO MENDEZ 3217 INT. A,ATASTA,86100,CENTRO,TABASCO,2700401752,15/01/2018,
MI GIL FARMACIA,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE 27 DE FEBRERO 110,VILLA LUIS GIL PEREZ,86280,CENTRO,TABASCO,27004010751,15/01/2018,
FARMACIA MI BODEGA AURRERA PLAYAS,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CALLE GENERAL PLUTARCO ELIAS 
CALLES 510",VILLA PLAYAS DEL ROSARIO,86288,CENTRO,TABASCO,27004010750,15/01/2018,
"FARMACIA INTRAHOSPITALARIA DE LA 
CLINICA MEDICA QUIRURGICA PARRILLA","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CARRETERA VILLAHERMOSA-TEAPA KM 
11 MAS 500 SIN NUMERO",VILLA PARRILLA,86280,CENTRO,TABASCO,27004010742,05/12/2017,
"FARMACIAS DEL AHORRO SUCURSAL RAMON 
MENDOZA","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. RAMON MENDOZA S/N,"COL. JOSE MARIA PINO 
SUAREZ",86029,CENTRO,TABASCO,27004010739,27/11/2017,
"FARMACIAS DEL AHORRO SUCURSAL 
CUAUHTEMOC","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. GREGORIO MENDEZ MAGAÑA 731,COL. CENTRO,86000,CENTRO,TABASCO,27004010740,27/11/2017,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE MIGUEL HIDALGO 410,"COL. TAMULTE DE LAS 
BARRANCAS",86150,CENTRO,TABASCO,27004010736,10/11/2017,
FARMACIA DE LA CLINICA 27 DE FEBRERO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. 27 DE FEBRERO 906,COL. CENTRO,86000,CENTRO,TABASCO,27004010733,26/10/2017,
FARMACIA GUADALAJARA TAMULTE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE REVOLUCION 904,"COL.TAMULTE DE LAS 
BARRANCAS",86150,CENTRO,TABASCO,27004010820,06/08/2019,
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV. CORONEL GREGORIO MENDEZ 
MAGAÑA 1521",COL. NUEVA VILLAHERMOSA,86070,CENTRO,TABASCO,27004010734,26/10/2017,
"FARMACIA YZA VILLAHERMOSA VILLA 
PARRILLA","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE JUAN VEINTITRES SIN NUMERO,"LA PARRILLA,/VILLA 
PARRILLA",86284,CENTRO,TABASCO,27004010815,26/06/2019,
"FARMACIA DEL HOSPITAL MILITAR DE ZONA 
""VILLAHERMOSA, TAB"".","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","PASEO USUMACINTA, CAMPO MIL.30 A 
S/N.",ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010603,03/08/2016,
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",BOULEVARD PASEO TABASCO 802,COL. JESUS GARCIA,86040,CENTRO,TABASCO,27004010735,26/10/2017,
"FARMACIA ONCOLOGICOS Y ESPECIALIDADES 
DEL SURESTE S.A. DE C.V.","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE NIÑOS ARTILLEROS 124,FRACC. VISTA ALEGRE 03:,11 p. m.86137,CENTRO,TABASCO,27004010730,19/10/2017,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIAS MG MEDICAMENTOS  GENERICOS,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CARRETERA VILLAHERMOSA A LA ISLA 
KM 1.5 S/N",RANCHERIA MIGUEL HIDALGO,86127,CENTRO,TABASCO,27004010729,9 OCTRUBRE 2017,
FARMACIA MAPA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE FRANCISCO VILLA 100,CENTRO,86000,CENTRO,TABASCO,27004010819,06/08/2019,
FARME SUR,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AV.GREGORIO MENDEZ 1400 B,"LIDIA ESTHER MONICA DE 
PORTILLA",86040,CENTRO,TABASCO,27004010712,10/03/2017,
"FARMACIAS DEL AHORRO SUCURSAL 
SANDINO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV.16 DE SEPTIEMBRE ESQ.  CESAR 
SANDINO NUM 442-A",PRIMERO DE MAYO,86190,CENTRO,TABASCO,27 004 01 0191,02/02/2018,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. 27 DE FEBRERO S/N,ATASTA,86100,CENTRO,TABASCO,27004010473,04/10/2012,
FARMACIA DE LA UNIDAD MEDICA GUERRERO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",5 DE MAYO NUM 444,CENTRO,86000,CENTRO,TABASCO,27 004 01 0297,08/12/2006,
FARMACIA SANBORNS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",A. RUIZ CORTINES NUM 1310,TABASCO 2000,86035,CENTRO,TABASCO,27 004 01 0131,07/09/2006,
FARMACIA MEDIC GROUP,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",ADOLFO RUIZ CORTINEZ # 1825,LINDA VISTA,86050,CENTRO,TABASCO,27004010493,09/07/2013,
"TIENDAS SORIANA S.A. DE C.V. (FARMACIA 
SORIANA EXPRESS, SUC.  MACULTEPEC)","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AGAPITO JESUS DOMINGUEZ S/N,VILLA MACULTEPEC,86250,CENTRO,TABASCO,27004010561,09/09/2015,
FARMACIA DERMOCUTANEA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","AV. MARIO BROWN PERALTA 209-A LOC 
1",ATASTA DE SERRA,86100,CENTRO,TABASCO,27004010707,08/02/2017,
FARMACIA DERMOCUTANEA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS",JUAN ESTRADA TORRE 101 LOCAL 5 Y 6,PRIMERA DE MAYO,86190,CENTRO,TABASCO,27004010703,25/01/2017,
FARMACIAS DEL AHORRO SUCURSAL LA ISLA,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CARRETERA VILLAHERMOSA-LA ISLA 
KM. 1 + 300 SN.","R/A. MIGUEL HIDALGO 
1RA.SECC.",86103,CENTRO,TABASCO,27004010702,25/01/2017,
FARMACIA DE DESCUENTO UNION,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AVENIDA NUEVA IMAGEN NUMERO 303,NUEVA IMAGEN,86030,CENTRO,TABASCO,27004010692,05/12/2016,
FARMACIA IRIS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AQUILES CALDERON # 218,GAVIOTAS SUR,86090,CENTRO,TABASCO,27004010341,22/07/2008,
FARMACIAS DEL AHORRO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","AV ADOLFO RUIZ CORTINEZ # 1420  
LOCAL 6PLAZA LA AMERICAS NUCLEO 
""G""",ATASTA,86100,CENTRO,TABASCO,27 004 01 0064,,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
