FARMACIAS DE DESCUENTO UNIÓN,FARMACIA,"EPIGMENIO GONZALEZ No. 1013 
EDIFICIO B LOCAL 4",DESARROLLO  MONTAÑA 2000 SECC III,76150,QUERÉTARO,QUERÉTARO,12 22 14 F-09,07/06/2012,"PSICOTRÓPICOS, ESTUPEFACIENTES,  HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL CORREGIDORA SUR,FARMACIA,"CORREGIDORA SUR No. 32 
LOCAL 1",CIMATARIO,76030,QUERÉTARO,QUERÉTARO,12 22 14 F 0010,09/07/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DIEMSA,FARMACIA,"AV. BALAUSTRADASS/N ESQ. 
ESTADIO",CENTRO SUR,76060,QUERÉTARO,QUERÉTARO,12 22 14 F 0011,10/07/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICAS SAN JOSE,FARMACIA,PIE DE LA CUESTA NO. 2301,LOMAS DE SAN PEDRITO PEÑUELAS,76140,QUERÉTARO,QUERÉTARO,12 22 14 F-012,17/07/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA GÉNESIS MED,FARMACIA,"CARRETERA QUERETARO-
TEQUISQUIAPAN KM 17 LOCAL B",GUADALUPE LA VENTA,76246,EL MARQUES,QUERÉTARO,12 22 11 F 0013,24/07/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CENTRO DE SALUD CON SERVICIOS AMPLIADOS TOLIMAN,BOTICA,"HEROICO COLEGIO MILITAR No. 
7",BARRIO GRANJENO,76660,TOLIMAN,QUERÉTARO,12 22 18 B 0014,01/08/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA SAN LUIS,FARMACIA,"CARR. SAN JUAN DEL RIO-
XILITLA KM 212",LA LAGUINITA,76380,LANDA DE MATAMOROS,QUERÉTARO,12 22 10 F 0016,09/08/2012,ESTUPEFACIENTES Y PSICOTRÓPICOS EXCLUSIVAMENTE
CLINICA RIO DE LUZ BOTICA,BOTICA,CHOLES No. 205,CERRITO COLORADO II,76116,QUERÉTARO,QUERÉTARO,12 22 14 B 0017,03/09/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"UNIDAD DE HEMODIALISIS Y TRASPLANTES,  DEL BAJIO S.A. DE 
C.V .",BOTICA,"MANUFACTURA No. 52 PLANTA 
ALTA",PARQUES INDUSTRIALES ÁLAMOS,76160,QUERÉTARO,QUERÉTARO,12 22 14 B 0018,11/09/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DE GÉNERICOS Y PATENTES,FARMACIA,FRANCISCO I. MADERO 194,CENTRO,76650,EZEQUIEL MONTES,QUERÉTARO,12 22 07 F-020,20/09/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
HOSPITAL SANTA ROSA,BOTICA,EZEQUIEL MONTES SUR No. 34,CENTRO,76000,QUERÉTARO,QUERÉTARO,12 22 14 B 019,20/09/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
PHARMA CADEL,FARMACIA,"PROL. I. ZARAGOZA No. 99, 
LOCAL 26",JARDINES DE LA HACIENDA,76180,QUERÉTARO,QUERÉTARO,12 22 14 F-021,03/10/2012,"CON VENTA DE MEDICAMENTOS PSICOTRÓPICOS, ESTUPEFACIENTES, 
VACUNAS, TOXOIDES,  SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA WALMART  PUEBLITO,FARMACIA,"PASEO CONSTITUYENTES No. 
1566",EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,12 22 06 F-022,05/10/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR No. 8 “EL MARQUES” IMSS,BOTICA,CARRETERA ESTATAL KM 210,ZONA HABITACIONAL HACIENDA LA CRUZ,76267,EL MARQUES,QUERÉTARO,12 22 11 F -023,05/11/2012,"CON VENTA DE MEDICAMENTOS PSICOTRÓPICOS, ESTUPEFACIENTES, 
VACUNAS, TOXOIDES,  SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
CLINICA MÉDICA ALCANFORES,FARMACIA,SAN ROQUE No. 231,LOS ALCANFORES,76150,QUERÉTARO,QUERÉTARO,12 22 14 F -024,21/11/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
HOSPITAL GENERAL DEL ISSSTE QUERETARO,BOTICA,AV. TECNOLÓGICO N° 101,CENTRO,76000,QUERÉTARO,QUERÉTARO,12 22 14 B-025,23/11/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
UNIDAD DE MEDICINA FAMILIAR DE AMEALCO ( ISSSTE),BOTICA,MADROÑO No. 47,MIRADORES,76850,AMEALCO,QUERÉTARO,12 22 01 B 026,03/12/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
DERMALIA FARMACIA DERMATOLOGICA,FARMACIA,BERNARDO QUINTANA 508-LC5,ARBOLEDAS,76140,QUERÉTARO,QUERÉTARO,12 22 14 F 027,12/12/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA WALMART  5 DE FEBRERO NORTE,FARMACIA,"CARRETERA QUERETARO SAN 
LUIS POTOSI No. 12402",EPIPGMENIO GONZALEZ,76147,QUERÉTARO,QUERÉTARO,12 22 14 F 028,18/12/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
HOSPITAL STAR MEDICA QUERETARO (FARMACIA),BOTICA,"BLVD. BERNARDO QUINTANA 
ARRIOJA No. 4060",SAN PABLO,76125,QUERÉTARO,QUERÉTARO,13 22 14 B 001,24/01/2013,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"TIENDAS CHEDARUI, S.A. DE C.V.",FARMACIA,"BLVD. BERNARDO QUINTANA 
ARRIOJA No. 4032",SAN PABLO,76130,QUERÉTARO,QUERÉTARO,13 22 14 F 002,06/02/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA COMERCIAL MEXICANA SUC. FRESKO JURIQUILLA,FARMACIA,"BLVD. JURICA LA CAMPANA No. 
899","RESIDENCIAL CALETTO, SANTA ROSA 
JAUREGUI",76230,QUERÉTARO,QUERÉTARO,13 22 14 F-003,19/02/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SESEQ. CENTRO REGULADOR DE URGENCIAS MEDICAS,BOTICA,AV. 5 DE FEBRERO No. 101,VIRREYES,76170,QUERÉTARO,QUERÉTARO,13 22 14 B-004,22/02/2013,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"TIENDAS CHEDRAUI, S.A. DE C.V.",FARMACIA,"BLVD. BERNARDO QUINTANA 
ARRIOJA No. 502",CENTRO SUR,76090,QUERÉTARO,QUERÉTARO,13 22 14 F-005,09/04/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"CENTRO LASER DE QUERETARO, S.A. DE C,.V.",BOTICA,MANUFACTURA No. 52,PARQUES INDUSTRIALES ÁLAMOS,76160,QUERÉTARO,QUERÉTARO,13 22 14 B 006,15/04/2013,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA FRAY JUNIPERO,FARMACIA,"JIMENEZ S/N,  ENTRE AV. 
HEROICO COLEGIO MILITAR Y 
ALCANTARILLAS",CENTRO,76340,JALPAN,QUERÉTARO,13 22 09 F 007,16/04/2013,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,UNIVERSIDAD No. 188,NUEVO SAN JUAN,76840,SAN JUAN  DEL RIO,QUERÉTARO,13 22 16 008,22/04/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"PROL. LUIS PASTEUR No. 137 
LOCAL 11 AL 14",MERCURIO,76040,QUERÉTARO,QUERÉTARO,13 22 14 F- 009,02/05/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
DE DIOS,FARMACIA,"INDEPENDENCIA NORTE 44,","CENTRO, SANTA ROSA JAUREGUI",76220,QUERÉTARO,QUERÉTARO,13 22 14  F-10,13/05/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA MONTENEGRO,FARMACIA,HIDALGO 1,"MONTENEGRO, SANTA ROSA JAUREGUI",76220,QUERÉTARO,QUERÉTARO,13 22 14 F -011,15/05/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA ESPECIALIZADA LA PAZ,FARMACIA,EUCALIPTO 51,LA CAPILLA,76010,QUERÉTARO,QUERÉTARO,13 22 14 F -012,08/07/2013,"ESTUPEFACIENTS, VACUNAS, TOXOIDES , ANTOTOXINAS DE ORIGEN 
ANIMAL, SUEROS Y HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. PASEO DE LA REFORMA 157,ALTOS DEL MARQUEZ,76140,QUERÉTARO,QUERÉTARO,13 22 14 F -013,18/07/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA TOTALMED (QUERETARO Q7001),FARMACIA,"BLVD. BERNARDO QUINTANA No. 
7001 INT 108",CENTRO SUR,76079,QUERÉTARO,QUERÉTARO,13 22 14 F- 014,23/07/2013,"CON VENTA DE MEDICAMENTOS PSICOTRÓPICOS, ESTUPEFACIENTES, 
VACUNAS, TOXOIDES,  SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMA Y MAS,FARMACIA,EZEQUIEL MONTES NTE   123,CENTRO,7600,QUERÉTARO,QUERÉTARO,13 22 14 F-015,29/08/2013,"CON VENTA DE MEDICAMENTOS PSICOTRÓPICOS, ESTUPEFACIENTES, 
ALOPATICOS"
FARMACIA DE ESPECIALIDADES DERMATOLOGICAS,FARMACIA,"SENDA DE LA INSPIRACIÓN 6 
LOCAL 10",MILENIO III,76060,QUERÉTARO,QUERÉTARO,13 22 14 F-016,10/09/2013,"CON VENTA DE MEDICAMENTOS PSICOTRÓPICOS, ESTUPEFACIENTES, 
ALOPATICOS"
MEGAPHARMA,FARMACIA,BISONTE 5 INT 13,LA PRADERA,76269,EL MARQUES,QUERÉTARO,13 22 11 F-017,01/10/2013,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS MEXICO ( SUCURSAL H. SANTIAGO),FARMACIA,"CAMINO A LOS OLVERA No.680 
local 3",LOS OLVERA,76904,CORREGIDORA,QUERÉTARO,13 22 06 F-018,02/10/2013,"PSICOTRÓPICOS  ( GRUPO II Y III) HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA DERMATOLOGICA DERMAQUINT,FARMACIA Y DROGUERIA,AV. TECNOLOGICO No. 2-INT 102,NIÑOS HEROES,76010,QUERÉTARO,QUERÉTARO,13 22 14 F-019,02/10/2013,"PSICOTRÓPICO GRUPO II,( FORMULAS MAGISTRALES Y OFICINALES)"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"ANILLO METROPOLITANO II 
FRAY JUNIPERO SERRA KM 
7+600 LOCAL 1",LA PRADERA,76269,EL MARQUES,QUERÉTARO,13 22 11 F-020,17/10/2013,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS ESPECIALIZADAS SUCURSAL QUERÉTARO HITO,FARMACIA,"ANILLO VIAL II FRAY JUNIPERO 
SERRA No. 1999",RANCHO MENCHACA,76140,QUERÉTARO,QUERÉTARO,13 22 14 F -021,02/12/2013,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL HOSPITAL TELETON,FARMACIA,"ANILLO VIAL II FRAY JUNIPERO 
SERRA No.1999 LOCAL A",RANCHO MENCHACA,76140,QUERÉTARO,QUERÉTARO,13 22 14 F -022,13/12/2013,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
MEDICA SANTA CARMEN,FARMACIA,"PASEO JURICA No. 109 INTERIOR 
5 Y 6",JURICA,76110,QUERÉTARO,QUERÉTARO,11 22 14 B 065,07/01/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
HOSPITAL SANTA ROSA DE VITERBO,BOTICA,EZEQUIEL MONTES SUR No. 34,CENTRO,76000,QUERÉTARO,QUERÉTARO,14 22 B-0001,29/01/2014,"MEDICAMENTOS ESTUPEFACIENTEES, PSICOTRÓPICOS GRUPO II Y III"
FARMACIAS DE LA OFERTA,FARMACIA,"PRIV. CIRCUNVALACIÓN No. 6    
INT B",JARDINES DE QRO,76020,QUERÉTARO,QUERÉTARO,14 22 14  F-002,04/03/2014,"CON VENTA DE ESTUPEFACIENTES, PSICOTROPICOS GRUPO II Y III, 
BIOLOGICOS Y HEMDFERIVADOS"
UNION,FARMACIA,JIMÉNEZ No. 125,LINDAVISTA,76168,QUERÉTARO,QUERÉTARO,14 22 14 F 003,07/04/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. SAN MIGUEL 5001,PASEOS DE SAN MIGUEL,76116,QUERÉTARO,QUERÉTARO,14 22 14 F 004,14/05/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA SAN JOAQUIN,BOTICA,RODOLFO FIERRO 108,CENTRO,76650,EZEQUIEL MONTES,QUERÉTARO,14 22 07  B 005,17/06/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
MEDICA SANTA CARMEN SAPI DE C.V.,BOTICA,CONSTITUYENTES 157,PARQUE INDUSTRIAL VALLE DE ORO,76800,SAN JUAN  DEL RIO,QUERÉTARO,14 22 16 B-006,01/07/2014,PSICOTROPICOS GRUPO II
FARMACIA LA PAZ,FARMACIA,EUCALIPTO 51,LA CAPILLA,76010,QUERÉTARO,QUERÉTARO,13 22 14 F -012,10/07/2014,"ESTUPEFACIENTS, VACUNAS, TOXOIDES , ANTOTOXINAS DE ORIGEN 
ANIMAL, SUEROS Y HEMODERIVADOS"
CLINICA DE MEDICINA FAMILIAR QUERETARO,BOTICA,AV. TECNOLÓGICO N° 101,CENTRO,76000,QUERÉTARO,QUERÉTARO,14 22 14 B-007,15/07/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIAS DEL AHORRO SUC. UNIVERSIDAD SAN JUAN DEL RIO,FARMACIA,"PROFA. MERCEDES CAMACHO 
Nº 199",CENTRO URBANO NUEVO SAN JUAN,76800,SAN JUAN  DEL RIO,QUERÉTARO,10 22 16 F-001,08/08/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIAS DEL AHORRO SUCURSAL 5 DE MAYO SAN JUAN DEL 
RIO",FARMACIA,AV. 5 DE MAYO # 40,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,22 016 10 0162,08/08/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIAS DEL AHORRO SUCURSAL MOCTEZUMA SAN JUAN DEL 
RIO",FARMACIA,"AV. LOMAS DE SAN JUAN # 2,",LOMAS DE SAN JUAN,76806,SAN JUAN  DEL RIO,QUERÉTARO,22016100177,08/08/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIAS DEL AHORRO, S.A.D E C.V. SUC. JUAREZ SAN JUAN 
DEL RIO",FARMACIA,JUAREZ No. 47,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,22 016 01 0061,08/08/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. CERRO DEL SOMBRERETE 
No. 2201 LOCAL 1",EL VERGEL,76148,QUERÉTARO,QUERÉTARO,14 22 14 F- 008,08/08/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA DE LA UNIDAD DE MEDICINA FAMILIAR No. 6,BOTICA,BOULEVARD HIDALGO No. 106,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,22016090207,26/08/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,BLVD. DE LA NACION No. 120,LOS ROBLES,76148,QUERÉTARO,QUERÉTARO,14 22 14 F- 009,26/08/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS BENAVIDES / SUC. OMNICENTER,FARMACIA,BLVD. DE LAS CIENCIAS No. 2,JURIQUILLA,76230,QUERÉTARO,QUERÉTARO,14 22 14 F- 010,15/09/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS BENAVIDES/ SUC. JURIQUILLA,FARMACIA,"BLVD. UNIVERSITARIO No. 540 
LOCAL 16",JURIQUILLA,76230,QUERÉTARO,QUERÉTARO,14 22 14 F- 011,15/09/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMA SUR,FARMACIA,"AV. COLINAS DEL CIMATARIO 
No. 401-PB",COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,14 22 14 F- 012,23/09/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CUIDERMA,FARMACIA,"HACIENDA LA MURALLA No. 407 
INT 2",JARDINES DE LA HACIENDA,76180,QUERÉTARO,QUERÉTARO,14 22 14 F-013,23/09/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS"
DERMA BALANCE,FARMACIA,5 DE FEBRERO No. 9200 INT 11-D,JURICA,76100,QUERÉTARO,QUERÉTARO,14 22 14 F-014,26/09/2014,"ESTUPEFACIENTES, PSICOTROPICOS, BIOLOGICOS INSUMOS  CLASE II"
UNIDAD MÉDICA LOS SABINOS,FARMACIA,"AV. JUAREZ # 31 ote.,",LOS SABINOS,76750,TEQUISQUIAPAN,QUERÉTARO,22 17 10 0253,02/10/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
GRUPO MEDICO EL PEDREGAL,FARMACIA,COLEGIO MILITAR No. 38,EL PEDREGAL,76750,TEQUISQUIAPAN,QUERÉTARO,22 017 10 0342,02/10/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CUIDERMA,FARMACIA,"ANILLO VIAL FRAY JUNIPERO 
SERRA No. 2701",JURIQUILLA,76226,QUERÉTARO,QUERÉTARO,14 22 14 F-015,15/10/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. REVOLUCION 441,EL PROGRESO,76138,QUERÉTARO,QUERÉTARO,14 22 14 F-016,30/10/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIAS TEQUISQUIAPAN, S.A. DE C.V.",FARMACIA,"CARR. TEQUISQUIAPAN-
EZEQUIEL MONTES No. 17-A",ADOLFO LOPEZ MATEOS,76750,TEQUISQUIAPAN,QUERÉTARO,2214100388,04/11/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
TEC 100 BAJIO S.A. DE C.V.,BOTICA,"PRIVADA IGNACIO ZARAGOZA 
No. 16-B",CENTRO,76000,QUERÉTARO,QUERÉTARO,14 22 14 B-017,22/01/2019,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"CARRETERA LIBRE A CELAYA 
KM 7.400",LAS TROJES,76908,CORREGIDORA,QUERÉTARO,14 22 06 F-018,13/11/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA LA PAZ,FARMACIA,"PASEO DE LAS JACARANDAS 
No. 26",LA CAPILLA,76170,QUERÉTARO,QUERÉTARO,14 22 14 F-019,18/11/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
HOSPITAL INFANTIL TELETON DE ONCOLOGÍA/ BOTICA,BOTICA,"ANILLO VIAL FRAY JUNIPERO 
SERRA No. 1999",RANCHO MENCHACA,76140,QUERÉTARO,QUERÉTARO,14 22 14 B-020,05/12/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
