ESTABLECIMIENTO,"GIRO (FARMACIA, 
BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,GUADALUPE VICTORIA NO. 315,CABECERA MUNICIPAL,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA MORELOS DE TENANCINGO S.A. DE C.V.,FARMACIA,HIDALGO 301 OTE,CABECERA MUNICIPAL,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA SAN VICENTE,FARMACIA,MOCTEZUMA PTE. 505,,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA SAN MIGUEL,FARMACIA,PROGRESO S/N,TECOMATLAN,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA SANTA ANA,FARMACIA,LOPEZ MATEOS NO. 75,SANTA ANA,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
"FARMACIA UNIDAD MEDICA FAMILIAR NO. 09, TENANCINGO",FARMACIA,DOMICILIO CONOCIDO,,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
"FARMAPRONTO, SUCURSAL MADERO",FARMACIA,MADERO NO. 105 OTE.,CABECERA MUNICIPAL,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA CENTRAL QUIRURGICA,FARMACIA,MATAMOROS NTE. NO. 306,CABECERA MUNICIPAL,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA LA CALZADA,FARMACIA,PABLO GONZALEZ CASANOVA NO. 105,,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
"FARMACIA ALOPATICA STAR PHARMACIES, S.A. DE C.V.",FARMACIA,AV. HIDALGO ESQ. LERDO DE TEJADA S/N,CABECERA MUNICIPAL,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA LA CANDELARIA,FARMACIA,CUAUHTEMOC SUR NO. 34,SANTA ANA,52400,TENANCINGO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA DISUR (INTRAHOSP. DEL HOSP. MUNICIPAL TEXCALTITLAN),FARMACIA,AV. BENITO JUAREZ S/N,CABECERA MUNICIPAL,51670,TEXCALTITLAN,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA DISUR (FARMACIA DEL CEAPS TONATICO),FARMACIA,ANTONIO VAZQUEZ S/N,EL SALITRE,51950,TONATICO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ISABEL,FARMACIA,SEBASTIAN LEALVA NO. 8,BO. SAN SEBASTIAN,51950,TONATICO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA ECONOFARMA,FARMACIA,HEROES DEL 14 DE SEPTIEMBRE NO. 10-D,CABECERA MUNICIPAL,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA ELIZABETH,FARMACIA,GALEANA NO. 35,CABECERA MUNICIPAL,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA DISUR (INTRAHOSP. HOSPITAL MPAL. VILLA GUERRERO),FARMACIA,INDEPENDENCIA S/N,BO. SAN MIGUELITO,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA ANGELUS,FARMACIA,ALDAMA NO. 34-A,CABECERA MUNICIPAL,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA LA DIVINA INFANTITA,FARMACIA,HIDALGO NO. 5,CABECERA MUNICIPAL,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA DE LA UNIDAD MEDICA FAMILIAR NO. 232,FARMACIA,RAYON PONIENTE S/N,CABECERA MUNICIPAL,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMAPRONTO (SUCURSAL VILLA GUERRERO),FARMACIA,5 DE MAYO NO. 1,CABECERA MUNICIPAL,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
"FARMACIA CON VENTA DE CONTROLADOS MI BODEGA AURRERA VILLA 
GUERRERO",FARMACIA,BENITO JUAREZ NO.50,CENTRO,51760,VILLA GUERRERO,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
"FARMACIA ALOPATICA DISUR (INTRAHOSP. DEL HOSPITAL MUNICIPAL 
ZACUALPAN)",FARMACIA,CALZADA CAMPESINO S/N,BO. LA GOLETA,51800,ZACUALPAN,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA INMACULADA CONCEPCION,FARMACIA,MELCHOR OCAMPO NO. 4,CABECERA MUNICIPAL,51800,ZACUALPAN,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA ALOPATICA DISUR (CENTRO DE SALUD ZUMPAHUACAN),FARMACIA,AV. ADOLFO LOPEZ MATEOS S/N,BO. DE SAN JUAN,51930,ZUMPAHUACAN,ESTADO DE MÉXICO,,,PSICOTROPICOS II Y III
FARMACIA MORELOS,FARMACIA,JOSÉ MARIA GARCIA 14- A,"COL. CENTRO,",,VILLA GUERRERO,ESTADO DE MEXICO.,15 113 09 0011,21-ago-15,"Psicotrópicos Fracción II y III
Toxoides,Antitoxinas de Origen Animal, Vacunas, 
Hemoderivados, Sueros de Origen Animal"
"FARMACIA DIMESA DENTRO DEL CEAPS TONATICO “MARIANO 
MATAMOROS”",BOTICA,"CALLE PROFESOR ANTONIO VÁZQUEZ 
S/N",LINDA VISTA,,TONATICO,ESTADO DE MÉXICO,15 085 10 0052,23-Nov-16,"Estupefacientes Fracción I, Psicotropicos fraccion 
II y III, Toxoides, Antitoxinas de Origen Animal, 
Vacunas; Hemoderivados, Sueros de Origen 
Animal."
,,,,,,,,,
FARMACIA DE LOS ANGELES,FARMACIA,AV. 27 DE SEPTIEMBRE No. 16,CENTRO,51400,TEJUPILCO,ESTADO DE MÉXICO,,16-abr-16,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA SAN PEDRO,FARMACIA,INDEPENDENCIA S/N,CENTRO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090003,08-ago-00,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA LA GUADALUPANA,FARMACIA,AV. JUAREZ No. 8,CENTRO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090012,13-Sep-02,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA DEL AHORRO,FARMACIA,AV. JUAREZ No. 25,CENTRO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090015,04-dic-15,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMAPRONTO,FARMACIA,AV. JOSEFA ORTIZ DE DOMINGUEZ S/N,CENTRO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082030006,07-Sep-15,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMAPRONTO,FARMACIA,AV. LAZARO CARDENAS S/N,EL CALVARIO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082030007,07-Sep-15,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA HOSPITAL GENERAL DE TEJUPILCO,FARMACIA,KM. 1 CARRT. A BEJUCOS,HIDALGO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090006,09-ago-00,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA SANTO DOMINGO,FARMACIA,"REFORMA S/C ESQ. LEYES DE 
REFORMA",JUAREZ,51400,TEJUPILCO,ESTADO DE MÉXICO,15082030004,06-Feb-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA MARTITHA,FARMACIA,PLAZA VENUSTIANO CARRANZA NO. 16,CENTRO,51440,LUVIANOS,ESTADO DE MÉXICO,15082090027,06-Nov-08,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA URUAPAN,FARMACIA,"PROLONGACION VICENTE GRO. NO. 30 
PALMAR CHICO",LA SECUNDARIA,51530,AMATEPEC,ESTADO DE MÉXICO,15008090006,03-abr-09,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA SAGRADO CORAZON DE JESUS,FARMACIA,RICARDO FLORES MAGON NO. 13,EL CALVARIO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082030003,10-ene-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA MARY,FARMACIA,"SILVANO SANCHEZ LOVERA ESCQ. CON 
SANDIA BEJUCOS",CENTRO,51430,TEJUPILCO,ESTADO DE MÉXICO,15082090009,16-ago-00,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA SAGRADO CORAZON DE JESUS,FARMACIA,ABASOLO NO. 15,CENTRO,51300,TEMASCALTEPEC,ESTADO DE MÉXICO,15086090001,07-ago-00,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
"DISTRIBUIDORA DISUR SA, DE CV.",FARMACIA,KILOMETRO 1 CARRETERA LUVIANOS,HIDALGO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090026,25-abr-08,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
"DISTRIBUIDORA DISUR SA, DE CV.",FARMACIA,"CARRETERA CUERVOS ARCELIA 
KM.34.5 SAN PEDRO LIMON",CENTRO,51585,TLATLAYA,ESTADO DE MÉXICO,15105090004,25-abr-08,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
"DISTRIBUIDORA DISUR SA, DE CV.",FARMACIA,SAN SEBASTIAN CARBONERAS,PARAJE CARBONERAS,51300,TEMASCALTEPEC,ESTADO DE MÉXICO,15086090013,14-abr-11,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
"DISTRIBUIDORA DISUR SA, DE CV.",FARMACIA,BENITO CANALES SIN NUMERO,EMILIANO ZAPATA,51440,LUVIANOS,ESTADO DE MÉXICO,15082090023,22-Sep-08,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
"DISTRIBUIDORA DISUR SA, DE CV.",FARMACIA,INTERIOR CEAPS,CENTRO,51470,SAN SIMON DE GRO.,ESTADO DE MÉXICO,15077090014,18-abr-11,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA LA GUADALUPANA,FARMACIA,AV. JUAREZ No. 10,CENTRO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090012,13-Jun-02,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA SAN PEDRO,FARMACIA,INDEPENDENCIA S/N,CENTRO,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090007,23-Jul-07,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA ISSEMYM,FARMACIA,DURANGO S/N,RINCON DE JAIMES,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090015,30-ene-12,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA ISSSTE,FARMACIA,BOULEVARD DE LOS DEPORTES,LAS ROSAS,51400,TEJUPILCO,ESTADO DE MÉXICO,15082090019,13-Mar-03,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
,FARMACIA,AV. BENITO JUAREZ No. 25,CENTRO,,TEJUPILCO,ESTADO DE MEXICO,15 082 09 0015,04-dic-15,"Estupefacientes Fracción I, Psicotrópicos 
Fracción II y III, Toxoides, Vacunas, 
Hemoderivados, Antitoxinas de Origen Animal y 
Sueros de Origen Animal."
,,,,,,,,,
FARMACIA CAPILLA GUADALUPANA,FARMACIA,PORFIRIO DIAZ No. 203,CENTRO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0001,S/F,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES,SUEROS DE ORIGEN 
ANIMAL, ANTIOXIDANTES DE ORIGEN 
ANIMAL, HEMODERIVADOS."
CENTRO DE PREVENCION Y READAPTACION SOCIAL,BOTICA,PRIVADA DE SAN LUCAS S/N,SAN ANTONIO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 10 0020,20/01/03,PSICOTROPICOS Y ESTUPEFACIENTES
FARMACIA INTRAHOSPITALARIA CEAPS COLORINES,FARMACIA DISUR,FRANCISCO PEREZ RIOS S/N,CENTRO,51230,"COLORINES, VALLE DE 
BRAVO",ESTADO DE MÉXICO,15 110 09 0020,26/11/08,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES"
"FARMACIA INTRAHOSPITALARIA CEAPS SANTO TOMAS DE LOS 
PLATANOS",FARMACIA DISUR,NIÑOS HEROES S/N,CENTRO,51100,"SANTO TOMAS DE LOS 
PLATANOS",ESTADO DE MÉXICO,15 078 09 0021,27/08/09,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES"
FARMACIA INTRAHOSPITALARIA CEAPS IXTAPAN DEL ORO,FARMACIA DISUR,24 DE FEBRERO S/N,CENTRO,51070,IXTAPAN DEL ORO,ESTADO DE MÉXICO,15 041 09 0019,26/11/08,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES"
FARMACIA INTRAHOSPITALARIA VILLA DE ALLENDE,FARMACIA DISUR,ACERCAMIENTO NACIONAL S/N,CENTRO,51000,VILLA DE ALLENDE,ESTADO DE MÉXICO,15 111 09 0022,27/08/09,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES"
FARMACIA INTRAHOPITALARIA DEL HOSPITAL VALLE DE BRAVO,FARMACIA DISUR,"FRAY GREGORIO JIMENEZ DE LA 
CUENCA S/N",BARRIO DE SAN ANTONIO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0017,30/04/08,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES"
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS S.A.P.I. DE 
C.V.",FARMACIA DEL AHORRO,HIDALGO No. 100,CENTRO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0028,07/08/14,PSICOTROPICOS
NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,FARMACIA MI BODEGA A,UARVR.E LRAAZARO CARDENAS SUR No. 80,JESUS MARIA,51960,VILLA VICTORIA,ESTADO DE MÉXICO,15 114 09 0025,22/11/10,"PSICOTROPICOS,BIOLOGICOS, VACUNAS Y 
TOXOIDES"
"ISTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE MEXICO Y 
MUNICIPIOS",FARMACIA HOSPITAL RE,GSIOANNA PLA NBILCOO LSA/NS BRAVO BICENTENARIO,BARRIO DE SAN ANTONIO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0023,12/04/10,ESTUPEFACIENTES Y PSICOTROPICOS
INSTITUTO DE SALID DEL ESTADO DE MEXICO,BOTICA JURISDICCIONAL,EL MANGUITO S/N,SANTA MA. AHUACATLAN,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 10 0008,06/07/05,"ESTUPEFACIENTES, VACUNAS Y TOXOIDES"
FARMACIA ANITA,FARMACIA,EMILIO R. BECERRIL NO. 306,CENTRO,51260,AMANALCO DE BECERRA,ESTADO DE MÉXICO,15 007 09 0008,S/F,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES,SUEROS DE ORIGEN 
ANIMAL, ANTIOXIDANTES DE ORIGEN 
ANIMAL, HEMODERIVADOS."
FARMACIA DEL CARMEN,FARMACIA,INDEPENDENCIA No. 209,CENTRO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0010,S/F,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES,SUEROS DE ORIGEN 
ANIMAL, ANTIOXIDANTES DE ORIGEN 
ANIMAL, HEMODERIVADOS."
TIENDA CHEDRAUI S.A. DE C.V.,FARMACIA,"BOULEVARD JUAN HERRER A Y PIÑA 
No. 7",BARRIO DE OTUMBA,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0016,18/01/08,PSICOTROPICOS
TIENDA SORIANA S.A. DE C.V.,FARMACIA SORIANA,AV. BENITO JUAREZ No. 311,CENTRO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0027,20/11/13,"PSICOTROPICOS GRUPOS II, III , 
VACUNAS,TOXOIDES,SUEROS DE ORIGEN 
ANIMAL Y HEMODERIVADOS"
FARMACIA DEL DESCUENTO,FARMACIA,RINCONADA SAN VICENTE No. 125,CENTRO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 09 0026,06/05/15,PSICOTROPICOS
"FARMACIA INTRAHOSPITALARIA DELHOSPITAL MUNICIPAL GUA 
DALPE VICTORIA",FARMACIA DISUR,AV. LAZARO CARDENAS No. 25,CENTRO,50960,VILLA VICTORIA,ESTADO DE MÉXICO,14 114 09 0018,17/09/08,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS Y TOXOIDES"
INSTUTUTO MEXICANO DEL SEGURO SOCIAL,BOTICA,EJE NORTE No. 1,COLORINES,51230,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 10 0013,S/F,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES,SUEROS DE ORIGEN 
ANIMAL, ANTIOXIDANTES DE ORIGEN 
ANIMAL, HEMODERIVADOS."
INSTUTUTO MEXICANO DEL SEGURO SOCIAL,BOTICA,CARRETERA TOLUCA-AMANLCO,"EL VIVERO, SAN LUCAS",51260,AMANALCO DE BECERRA,ESTADO DE MÉXICO,15 110 10 0024,28/09/10,ESTUPEFACIENTES Y PSICOTROPICOS
INSTUTUTO MEXICANO DEL SEGURO SOCIAL,BOTICA,LAZARO CARDENAS S/N,JESUS MARIA,50960,VILLA VICTORIA,ESTADO DE MÉXICO,15 114 10 0001,13/01/06,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES,SUEROS DE ORIGEN 
ANIMAL, ANTIOXIDANTES DE ORIGEN 
ANIMAL, HEMODERIVADOS."
INSTUTUTO MEXICANO DEL SEGURO SOCIAL,BOTICA,ZARAGOZA No. 111,CENTRO,51200,VALLE DE BRAVO,ESTADO DE MÉXICO,15 110 10 0007,S/F,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS, TOXOIDES,SUEROS DE ORIGEN 
ANIMAL, ANTIOXIDANTES DE ORIGEN 
ANIMAL, HEMODERIVADOS."
100% FARMA,FARMACIA,AVENIDA BENITO JUAREZ No. 301,CENTRO,,VALLE DE BRAVO,ESTADO DE MEXICO,15 110 09 0022,18/04/16,"Psicotrópicos Fracción II y III,"
,,,,,,,,,
"FARMACIA ALOPATICA ""DEL VALLE""",FARMACIA,"CARRETERA PANAMERICANA S/N,",S/C,50300,ACAMBAY,ESTADO DE MÉXICO,15001090004,18/08/00,"PSICOTROPICOS II y III, TOXOIDES"
"FARMACIA ALOPATICA ""CRISTAL""",FARMACIA,CONSTITUCION # 5,S/C,50300,ACAMBAY,ESTADO DE MÉXICO,15001090002,18/08/00,"ESTUPEFACIENTES, PSICOTROPICOS I, II y 
III,  SUEROS DE ORIGEN ANIMAL"
"FARMACIA ALOPATICA, PERF.,  REG. ""DIVINA PROVIDENCIA""",FARMACIA,CARR. PANAMERICANA # 10,S/C,50300,ACAMBAY,ESTADO DE MÉXICO,15001090003,18/08/00,"ESTUPEFACIENTES, PSICOTROPICOS I, II y 
III,  TOXOIDES"
"FARMACIA ""ROSSY""",FARMACIA,BENITO JUAREZ S/N,CENTRO,50300,ACAMBAY,ESTADO DE MÉXICO,15001090006,17/05/06,PSEUDOEFEDRINA A PARTIR DE 30 MG
BOTICA DISUR,BOTICA,CARRETERA A BOCTO S/N,S/C,50300,ACAMBAY,ESTADO DE MÉXICO,15001100007,29/06/07,"ESTUPEFACIENTES, PSICOTROPICOS I, II y III"
FARMACIA ALOPATICA,FARMACIA,CARRETERA PANAMERICANA NUM. 27,S/C,50300,ACAMBAY,ESTADO DE MÉXICO,15001090001,18/08/00,PSICOTROPICOS II y III
FARMACIA ALOPATICA,FARMACIA,CARRETERA PANAMERICANA 72,CAMELIA,50300,ACAMBAY,ESTADO DE MÉXICO,15001090008,09/05/14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES, ANTITOXINAS DE 
ORIGEN ANIMAL"
FARMACIA ALOPATICA,FARMACIA,PROL. CONSTITUCION S/N,CAMELIA,50300,ACAMBAY,ESTADO DE MÉXICO,15001090009,08/06/14,PSICOTROPICOS II y III
FARMACIA ALOPATICA,FARMACIA,JULIAN GONZALEZ # 12,CENTRO,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090006,18/08/00,"PSICOTROPICOS II y III,  VACUNAS, 
TOXOIDES, PSEUDOEFEDRINA A PARTIR DE 
30 MG"
"FARMACIA ALOPATICA  ""SANTA FE""",FARMACIA,ISIDRO FABELA 134,S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090012,18/08/00,"PSICOTROPICOS II y III,  VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL"
"FARMACIA ALOPATICA ""DEL ROSARIO""",FARMACIA,JULIAN GONZALEZ NO. 16,CENTRO,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090009,18/08/00,"(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN 
ANIMAL, HEMODERIVADOS)"
"FARMACIA Y PERFUMERIA  ""EL SOL""",FARMACIA,"AV. ATLACOMULCO S/N, SANTIAGO ACUTZILAPAN",S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090015,18/08/00,"ESTUPEFACIENTES, PSICOTROPICOS I,  II y 
III"
"FARMACIA  ""SAGRADO CORAZON""",FARMACIA,ISIDRO FABELA NO. 06,S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090008,18/08/00,"(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN 
ANIMAL)"
"FARMACIA ALOPATICA  ""SANTA TERESITA""",FARMACIA,MIGUEL HIDALGO SUR NO. 23,S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090007,18/08/00,"PSICOTRÓPICOS  II, III, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL)"
FARMACIA,FARMACIA,JUAN DE DIOS PEZA ESQ CON MARIO COLIN S.,S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090014,18/08/00,"(PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIA ""DEL AHORRO""",FARMACIA,AV. ISIDRO FABELA No. 12,S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090018,"16/05/03 CAMBIO DE 
PROPIETARIO 22/08/14 
(15014090037)","PSICOTROPICOS II y III,  PSEUDOEFEDRINA A 
PARTIR DE 30 MG"
"FARMACIA ""CENTRO MEDICO DE ESPECIALIDADES""",FARMACIA,"ING. LUIS GALINDO RUIZ S/N,",COL. ISIDRO FABELA,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090023,28/02/05,"(ESTUPEFACIENTES  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
PSEUDOEFEDRINA A PARTIR DE 30 MG)"
"FARMACIA PEDIATRICA ""SAGRADO CORAZON DE JESUS""",FARMACIA,AV. JOSE VICENTE VILLADA NO. 2-C,CENTRO,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090024,06/04/06,PSEUDOEFEDRINA A PARTIR DE 30 MG
"FARMACIA ""DEL AHORRO""",FARMACIA,AV. ALFREDO DEL MAZO No. 4,CENTRO,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090025,"11/10/06 CAMBIO DE 
PROPIETARIO 22/08/14 
(15014090038)",PSICOTROPICOS II y III
"FARMACIA SUPER ""G""",FARMACIA,"AV. ISIDRO FABELA NTE. S/N, ESQ. LIBRAMIENTO",S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090026,17/10/06,PSICOTROPICOS II y III
FARMACIA DISUR,FARMACIA,"CIRC. VIAL JORGE JIMENEZ CANTU,",COL. MERCEDES,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090028,02/04/08,"(ESTUPEFACIENTES), (PSICOTRÓPICOS I,  II, 
III), VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN 
ANIMAL, HEMODERIVADOS)"
FARMACIA DISUR,FARMACIA,"AV. JAVIER LOPEZ GARCIA S/N, SAN LOR. TLACOTE",PSEC/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090029,07/11/08,"(ESTUPEFACIENTES), (PSICOTRÓPICOS I,  II, 
III), VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN 
ANIMAL, HEMODERIVADOS)"
FARMACIA MEGA COMERCIAL MEXICANA,FARMACIA,"LIBRAMIENTO JORGE JIMENEZ CANTU S/N, P. IND.",S/C,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090030,22/01/09,"(ESTUPEFACIENTES  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
FARMACIA ISEM (MATERNO INFANTIL),FARMACIA,"AV. MARIO COLIN SANCHEZ S/N,",LA MORA,50450,ATLACOMULCO,ESTADO DE MÉXICO,15014090031,25/06/10,"ESTUPEFACIENTES PSICOTRÓPICOS I,  II, III"
