FARMACIA LA PLAZA.,FARMACIA,"CALLE OBREGON #153 E/AVE. G Y 
AVE. H.",CENTRO.,83600,CABORCA,SONORA,26-017-09-0041,16-ago.-16,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA I.S.S.S.T.E.SON.,BOTICA,"CALLE OBREGON # 96 
OESTE",CENTRO.,83600,CABORCA,SONORA,26-017-09-0013,14-dic.-05,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, SUEROS DE ORIGEN ANIMAL."
"FARMACIAS BENAVIDES SUC. RIO 
YAQUI.",FARMACIA,"MIGUEL ALEMAN S/N ESQ. CON 
TETABIATE.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0083,04-may.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES 
SUC. RAMIREZ",FARMACIA,"BLVD. IGNACIO RAMIREZ S/N ESQ. 
CON CALIFORNIA.",LA CORTINA.,85160,CAJEME,SONORA,26-018-09-0080,26-abr.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
SINALOA.",FARMACIA,"NO REELECION OTE. #831 ESQ. CON 
SINALOA.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0091,04-sep.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
ESPERANZA.",FARMACIA,COAHUILA S/N ESQ. CON CARRANZA.,ESPERANZA.,85210,CAJEME,SONORA,26-018-09-0095,11-sep.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIAS BENAVIDES SUC. 
CALIFORNIA.",FARMACIA,"GALEANA #347 ESQ. CON 
CALIFORNIA.",COMURIPA.,85001,CAJEME,SONORA,26-018-09-0081,03-may.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BODEGA AURRERA 
OBREGON 
PONIENTE.",FARMACIA,AVE. GUERRERO Y MICHOACAN S/N,URBANIZABLE 1.,85000,CAJEME,SONORA,26-018-09-0099,24-oct.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
NAINARI.",FARMACIA,"GUERRERO S/N ESQ. CON 
OTANCAHUI.",INFONAVIT YOCUJIMARI.,85120,CAJEME,SONORA,26-018-09-0082,03-may.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
CATEDRAL.",FARMACIA,"SONORA. #119 E/HIDALGO Y 
ALLENDE.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0084,07-may.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
CHAPULTEPEC.",FARMACIA,CALIFORNIA #513  E/YAQUI Y MAYO.,CHAPULTEPEC.,85100,CAJEME,SONORA,26-018-09-0092,05-sep.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
CAMPECHE.",FARMACIA,"BLVD. RODOLFO E. CALLES #802 
ESQ. CON CAMPECHE.",HIDALGO.,85140,CAJEME,SONORA,26-018-09-0093,05-sep.-07,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES,  
SUEROS DE ORIGEN ANMAL, ANTITTOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. DR. 
NORMAN.",FARMACIA,"PASEO VILLA FONTANA #1004 ESQ. 
NORMAN E. 
BORLAUG.",VILLA FONTANA.,85096,CAJEME,SONORA,26-018-09-0089,30-ago.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. AV. 
KINO.",FARMACIA,"FCO. EUSEBIO KINO #430 SUR 
E/ANTONIO CASO Y BLVD. SAN 
ANTONIO.",ZONA COMERCIAL KINO.,85013,CAJEME,SONORA,26-018-09-0100,31-oct.-08,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. AVE. 
200.",FARMACIA,"JALISCO #1004 E/ 
RODOLFO 
ELIAS CALLES 
Y CALLE
 SIN NOMBRE.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0121,27-nov.-10,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 5 DE 
FEBRERO.",FARMACIA,"5 DE FEBRERO #254 E/NO 
REELECION
 Y GUERRERO.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0085,08-may.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
QUINTANA ROO.",FARMACIA,"NAINARI PTE. S/N ESQ. CON 
QUINTANA ROO.",DEL VALLE.,85120,CAJEME,SONORA,26-018-09-0094,11-sep.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
CHAPULTEPEC II.",FARMACIA,CALIFORNIA #815 ESQ. CON CAJEME.,AGRONOMOS.,85030,CAJEME,SONORA,26-018-09-0157,27-may.-13,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA BODEGA AURRERA.,FARMACIA,5 DE FEBRERO #3300 SUR.,FRACC. REFORMA.,85070,CAJEME,SONORA,26-018-09-0062,29-oct.-04,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PERISUR.",FARMACIA,"NORMAN E. BORLAUG S/N ESQ. 
JACINTO LOPEZ.",REFORMA.,85070,CAJEME,SONORA,26-018-09-0096,26-oct.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
DONATO GUERRA.",FARMACIA,"DONATO 
GUERRA #456 ESQ. 
CON JACINTO LOPEZ.",FAUSTINO FELIX.,85180,CAJEME,SONORA,26-018-09-0090,30-ago.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BUENA SALUD SUC. 
OBREGON.",FARMACIA,"MAYO #905 E/SINALOA Y MIGUEL 
ALEMAN.",ZONA NORTE 1.,85010,CAJEME,SONORA,26-018-09-0163,03-oct.-13,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"BOTICA DEL CENTRO MEDICO SUR 
SONORA..",BOTICA,CALLE NORTE #749 OTE.,ZONA NORTE.,85010,CAJEME,SONORA,26-018-10-0005,18-may.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINASS DE ORIGEN ANIMAL."
FARMACIA CROSS S.A. DE C.V.,FARMACIA,CALIFORNIA #1020 SUR.,SOCHIOLA.,85150,CAJEME,SONORA,26-018-09-0068,13-sep.-05,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
"CONTINENTAL DEL HUMAYA S.A. 
DE C.V.",FARMACIA,VICENTE GUERRERO 2217.,BELLA VISTA.,85130,CAJEME,SONORA,26-018-09-0026,19-sep.-02,"PSICOTRÒPICOS (GRUPO II Y III), SUEROS DE ORIGEN ANIMAL."
DROGUERIA DEL NIÑO.,DROGUERIA,"MADRID #2125 PTE. E/PARIS Y 
AMBERES.",BELLA VISTA.,85130,CAJEME,SONORA,26-018-11-0007,17-nov.-15,"PREPARACIONES MAGISTRALES Y FRACCION IV, V, VI."
DROGUERIA DERMAPLASTIC.,DROGUERIA,"HIDALGO #412-B OTE. E/PUEBLA Y 
VERACRUZ.",CENTRO.,85000,CAJEME,SONORA,26-018-011-0004,15-mar.-12,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA DEL PRECIO.,FARMACIA,ALLENDE #1902 ESQ. HUATACHIVE.,CUAUHTEMOC.,85110,CAJEME,SONORA,26-018-09-0104,25-jun.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
FARMACIA D SIMILARES GI Y MAS.,FARMACIA,"EMILIANO ZAPATA #100 E/CARILLO 
PUERTO Y VENUSTIANO CARRANZA.","CENTRO, PUEBLO 
YAQUI.",85200,CAJEME,SONORA,26-018-09-0180,20-jun.-16,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA DARIA.,FARMACIA,"NO REELECION #106-A E/COAHUILA Y 
COLIMA.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0098,18-ene.-08,PSICOTRÒPICOSS (GRUPO II Y III).
FARMACIA EL FENIX DE TIJUANA.,FARMACIA,5 DE FEBRERO #257 SUR.,CENTRO.,85000,CAJEME,SONORA,26-018-09-0017,22-ago.-02,"PSICOTRÒPICOS (GRUPO II Y III). VACUNAS, TOXOIDES, SUEROS DE OTIGEN ANIMAL."
EL FENIX DE TIJUANA S.A. DE C.V.,FARMACIA,"CAMPECHE #903 SUR ESQ. CON 
BLVD. RODOLFO
E. CALLES.",SOCHIOLA.,85150,CAJEME,SONORA,26-030-09-0013,08-ago.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"FARMACIA 
ESPECIALIZADA 
OBESIDAD 
NUTRICION
 Y DIABETES.",FARMACIA,"5 DE FEBRERO NO. 265 NORTE 
LOCAL 2.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0036,17-jun.-04,PSICOTRÒPICOS (GRUPO II Y III).
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIA
ESPECIALIZADA
OBESIDAD NUTRICION Y DIABETES.",FARMACIA,"JALISCO Y CARRET INTERNACIONAL 
INT. D-23",MUNICIPIO LIBRE.,85080,CAJEME,SONORA,26-018-10-0014,11-jul.-07,PSICOTRÒPICSO (GRUPO II Y III).
EL FENIX DE TIJUANA.,FARMACIA,"BLVD. RODOLFO ELIAS CALLES 
#2102 L-1.",NAINARI,85139,CAJEME,SONORA,26-018-09-0060,25-oct.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
EL FENIX DE TIJUANA S.A. DE C.V.,FARMACIA,"JALISCO #1202 ESQ. CON NOHEMI DE 
MONTERO MORALES.",MUNICIPIO LIBRE.,85080,CAJEME,SONORA,26-0818-09-0014,08-ago.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA ESPECIALIZADA LA PAZ.,FARMACIA,"BLVD. RODOLFO ELIAS 
CALLES #1318 INT. B 
E/MICHOACAN Y 
QUERETARO.",HIDALGO.,85140,CAJEME,SONORA,26-018-09-0160,27-ago.-13,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES,  
SUEROS DE ORIGEN ANMAL, ANTITTOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA 
FARMACON YAQUI.",FARMACIA,"YAQUI #317-A PTE. ESQ. CON 
TABASCO.",QUINTA DIAZ.,85010,CAJEME,SONORA,26-018-09-0177,06-abr.-15,"PSICOTRÒPICOS (GRUPO II Y III),  VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACON RUSSO.,FARMACIA,"TABASCO #6101 SUR E/JACINTO 
LOPEZ Y ANTONIO YOCUPICIO.",RUSSO VOGEL.,85197,CAJEME,SONORA,26-018-09-0169,27-mar.-14,"PSICOTRÒPICOS (GRUPOS II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACOS ESPECIALIZADOS S.A. 
DE C.V.",FARMACIA,"NO REELECION OTE. #131 
E/DURANGO Y COAHUILA.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0072,27-ene.-06,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACON 
PLANO ORIENTE.",FARMACIA,"BLVD. NO REELECION #257 OTE. 
ESQ. CON LAZARO CARDENAS.",BENITO JUAREZ.,85060,CAJEME,SONORA,26-018-09-0166,09-dic.-13,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACON
 SUC. JALISCO.",FARMACIA,"CALLE JALISCO #2694 E/ MARIA 
MENDIVIL
 Y NOHEMI MONTEJO.",MUNICIPIO LIBRE.,85080,CAJEME,SONORA,26-018-09-0167,21-feb.-14,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON OBREGON 
COAHUILA.",FARMACIA,"COAHUILA #2312 E/ MANUEL R. 
TOVAR
 Y SEBASTIAN
 L. DE TEJADA.",LAS CORTINAS.,85160,CAJEME,SONORA,26-018-09-0154,13-abr.-13,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACON COCORIT.,FARMACIA,"CALIFORNIA #1001-C ESQ.  CON ISLA 
COZUMEL, 
FRACC. ALAMEDA.",COCORIT.,85219,CAJEME,SONORA,26-018-09-0155,13-abr.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA FARMACON NAINARI.,FARMACIA,"NAINARI #615 PTE. E/CALIFORNIA Y 
NUEVO LEON.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0122,27-nov.-10,"PSICOTRÒPICOS (GRUPO II Y III),  VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON  REAL DEL 
ARCO.",FARMACIA,"AVE. GUERRERO #2039 E/ 
OTANCAHUI Y PARIS.","REAL DEL ARCO,",85130,CAJEME,SONORA,26-018-09-0075,29-ene.-07,"PSICOTRÒPICOS (GRUPO II Y III), TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
FARMACIA FARMACON CENTRO.,FARMACIA,GUERRERO Y 5 DE FEBRERO S/N.,CENTRO.,85130,CAJEME,SONORA,26-018-09-0086,09-may.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL."
"FARMACIA FARMACON 
CALIFORNIA.",FARMACIA,"CALIFORNIA #179 SUR ESQ. CON 
GUERRERO.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0146,19-dic.-12,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACOS ESPECIALIZADOS S.A. 
DE C.V.",FARMACIA,"NO REELECION #131 E/DURANGO Y 
COAHUILA.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0072,27-ene.-06,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA FARMACON GALEANA.,FARMACIA,"GALEANA #850 OTE. BIS E/SINALOA
 Y 5 DE FEBRERO.",CENTRO,85000,CAJEME,SONORA,26-018-09-0136,05-oct.-11,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON SUC. 
PRIMAVERA.",FARMACIA,"JALISCO #5895
 LOC-D Y E
 E/EJERCITO
NACIONAL
 Y GUANAJUATO.",PRIMAVERA.,85098,CAJEME,SONORA,26-018-09-0124,10-dic.-10,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
EL FENIX DE TIJUANA.,FARMACIA,NO REELECION#104 OTE.,CENTRO.,85000,CAJEME,SONORA,26-018-09-0058,22-oct.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL."
FARMACIA FARMACON.,FARMACIA,"AVE. GUERRERO #2039 E/ 
OTANCAHUI Y PARIS.","REAL DEL ARCO,",85130,CAJEME,SONORA,26-018-09-0071,26-oct.-05,"VACUNAS, TOXOIDES."
FARMAPRONTO.,FARMACIA,"HIDALGO #498 OTE. ESQ. CON 
VERACRUZ.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0035,12-may.-04,"PSICOTRÒPICOS (GRUPO II Y III9, VACUNAS, TOXOIDES."
"FARMACIA FARMACON GUILLERMO 
PRIETO.",FARMACIA,"CALIFORNIA #2717 E/GUILLERMO 
PRIETO Y LUIS VALLARTA.",CONSTITUCION.,85170,CAJEME,SONORA,26-018-09-0143,05-dic.-12,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON OBREGON 
200.",FARMACIA,"RODOLFO ELIAS CALLES #1601 
E/MAR 
MEDITERRANEO Y OTANCAHUI.",PRADOS DEL TEPEYAC.,85150,CAJEME,SONORA,26-018-09-0138,26-mar.-12,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON OBREGON
 NO REELECION.",FARMACIA,"NO REELECION  #123 PTE. E/COLIMA 
Y COAHUILA.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0137,26-mar.-12,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON OBREGON 
ELIAS CALLES.",FARMACIA,"RODOLFO ELIAS CALLES #224-C 
E/TAMAULIPAS Y COLIMA.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0117,04-mar.-10,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA GUADALAJARA SUC.
CALLE PARIS.",FARMACIA,"PARIS #330 E/SEVILLA Y BERNA,",BELLA VISTA.,85130,CAJEME,SONORA,26-018-09-0165,04-dic.-13,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES,  ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIA GUADALAJARA SUC. 
CAJEME..",FARMACIA,"AVE. CAJEME. #622 ESQ. CON 
SONORA..",SAN ANTONIO.,85050,CAJEME,SONORA,26-018-09-0174,22-oct.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIA 
GUADALAJRA
 SUC. JALISCO.",FARMACIA,"AVE. JALISCO #4960 XUR Y OBRERO 
MUNDIAL.",FRACC. LA MISION.,85090,CAJEME,SONORA,26-018-09-0142,09-nov.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIA 
GUADALAJARA
 SUC.  JACINTO LOPEZ.",FARMACIA,"JACINTO LOPEZ #165 PTE. ESQ. 
TABASCO.",CORTINAS.,85160,CAJEME,SONORA,26-018-09-0158,27-may.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIA 
GUADALAJARA 
SUC. VICENTE
GUERRERO.",FARMACIA,"AVE. VICENTE GUERRERO #924 OTE. 
ESQ. MIGUEL ALEMAN.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0141,09-nov.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
GM FARMACIA,FARMACIA,"NO REELECION 124 LOCAL-1 
E/COLIMA Y COAHUILA.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0173,07-oct.-14,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA GUADALUPE.,FARMACIA,"LAZARO MERCADO #1178 E/JALISCO 
Y SINALOA.",MUNICIPIO LIBRE.,85080,CAJEME,SONORA,26-018-09-0065,30-jul.-05,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS."
"FARMACIA 
GUADALAJARA 
SUC. 
5  DE 
FEBRERO.",FARMACIA,"AVE. 5 DE FEBRERO #779 SUR. ESQ. 
6 DE ABRIL.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0151,26-mar.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIA 
GUADALAJARA
 SUC. DURANGO.",FARMACIA,"AVE, NO REELECION #202 OTE. ESQ. 
DURANGO.",CENTRO.,85000,CAJEME,SONORA,26-018-09-0152,26-mar.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
BOTICA G6.,BOTICA,ZACATECAS #229.,CENTRO.,85000,CAJEME,SONORA,26-018-10-0010,17-may.-05,PSICOTRÒPICOS (GRUPO II Y III).
"BOTIQUIN DEL HOSPITAL PRIVADO 
SAN JOSE DE CIUDAD OBREGON.",BOTICA,"COAHUILA #263 SUR E/NO 
REELECION Y VICENTE GUERRERO.",CENTRO.,85000,CAJEME,SONORA,26-018-10-0026,03-jul.-12,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES,  
SUEROS DE ORIGEN ANMAL, ANTITTOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"HOSPITAL 
DE 
ESPECIALIDADES 
NO.2 I.M.S.S",BOTICA,"PROLONGACIÒN HIDALGO 
E/HUISAHUAY.",YOCUJIMARI.,85000,CAJEME,SONORA,26-018-09-0066,23-ago.-05,"ETUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
