ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. PLAZA JUAREZ",FARMACIA,"AV. EJERCITO NACIONAL N° 
6750,",PARTIDO IGLESIAS,32610,JUÁREZ,CHIHUAHUA,08037090184,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. MINA",FARMACIA,RAFAEL VELARDE N° 435,ZONA CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090185,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V. SUC. VENUSTIANO 
CARRANZA",FARMACIA,AV. 16 DE SEPTIEMBRE N° S/N,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090186,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. EL PASO",FARMACIA,AV. JUAREZ NORTE N° 114,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090187,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. AMERICAS",FARMACIA,AV. AMERICAS N° 1149 NTE.,HIDALGO,32000,JUÁREZ,CHIHUAHUA,08037090188,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. CAMPESTRE",FARMACIA,"BLVD. MANUEL GOMEZ 
MORIN N° 74",FRACC. RINCONES DE SAN M,32450,JUÁREZ,CHIHUAHUA,08037090189,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. JILOTEPEC",FARMACIA,AV. JILOTEPEC N° 10110,INFONAVIT JUAREZ NUEVO,32583,JUÁREZ,CHIHUAHUA,08037090190,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. EL GRANJERO",FARMACIA,AV. GRANJERO N° 7871,FRACCIONAMIENTO OASIS,32690,JUÁREZ,CHIHUAHUA,08037090191,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. CADMIO",FARMACIA,"AV. 16 DE SEPTIEMBRE N° 
4012",DURANGO,32160,JUÁREZ,CHIHUAHUA,08037090192,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. GALGODROMO",FARMACIA,"AV. VICENTE GUERRERO N° 
8715",FRACC. LAS QUINTAS,32401,JUÁREZ,CHIHUAHUA,08037090193,17/12/2004,HEMODERIVADOS
FARMACIA SAN JORGE,FARMACIA,"FRANCISCO VILLA N° 229 
NORTE",CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090194,18/01/2005,PSICOTRÓPICOS
FARMACIA DEL HOGAR,FARMACIA,LIBERTAD N° 1458,CHAVEÑA,32060,JUÁREZ,CHIHUAHUA,08037090195,18/01/2005,PSICOTRÓPICOS
FARMACIA DEL CENTRO,FARMACIA,ALLENDE N° 75,CENTRO,31920,IGNACIO ZARAGOZA,CHIHUAHUA,08034090003,18/01/2005,PSICOTRÓPICOS
FARMACIA SORIANA PARRAL,FARMACIA,AV. NIÑOS HEROES KM. 1.015,EL MILAGRO,33884,HIDALGO DEL PARRAL,CHIHUAHUA,08032090018,18/01/2005,PSICOTRÓPICOS
POLICLINICA MEDICA VALLARTA,FARMACIA,AV. VALLARTA N° 6501,LAGOS,31160,CHIHUAHUA,CHIHUAHUA,08019090116,20/01/2005,HEMODERIVADOS
"FARMACIAS SOLIS HOSPITALARIAS Y ONCOLOGICAS, S. A. DE 
C. V.",FARMACIA,OJINAGA N° 1210 L-1 Y 2,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090117,14/02/2005,HEMODERIVADOS
"SANBORN HERMANOS, S. A.",FARMACIA,TEOFILO BORUNDA N° 8681,MISION DE LOS LAGOS,32618,JUÁREZ,CHIHUAHUA,08037090196,15/02/2005,PSICOTRÓPICOS
BOTICA UNIDAD DE SERVICIOS MEDICOS UNIVERSITARIOS,BOTICA,"IGNACIO MEJIA Y MONTES DE 
OCA",MARGARITAS,32310,JUÁREZ,CHIHUAHUA,08037100016,15/02/2005,PSICOTRÓPICOS
FARMACIA OASIS,FARMACIA,AV. GRANJERO N° 7656,FRACC. OASIS,32690,JUÁREZ,CHIHUAHUA,08037090197,15/02/2005,PSICOTRÓPICOS
FARMACIA LUPITA,FARMACIA,"INDEPENDENCIA S/N, COL. 
CENTRO",LOC. GUADALUPE VICTORIA,31831,ASCENSIÓN,CHIHUAHUA,08005090006,09/03/2005,PSICOTRÓPICOS
FARMACIA CLINICA,FARMACIA,DOCE Y ALLENDE N° 1050,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090039,04/04/2005,PSICOTRÓPICOS
FARMACIA MADRID,FARMACIA,"AV. RAFAEL PEREZ SERNA N° 
220-",MEXICO,32410,JUÁREZ,CHIHUAHUA,08037090199,18/04/2005,TOXOIDES
FARMACIA SORIANA LIBRAMIENTO,FARMACIA,"BLVD. INDEPENDENCIA N° 
1510 OT",ZARAGOZA,32599,JUÁREZ,CHIHUAHUA,08037090200,18/04/2005,PSICOTRÓPICOS
FARMACIA DEL RIO SUPERETTES,FARMACIA,"INTERNACIONAL N° 35 ESQ. 
CON 5","COL. CENTRO, LOC. PUERTO",31830,ASCENSIÓN,CHIHUAHUA,08005090007,28/04/2005,PSICOTRÓPICOS
FARMACIA LA MINIATURA,FARMACIA,"AV. VENUSTIANO CARRANZA 
N° 180",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090118,01/06/2005,SUEROS DE ORIGEN ANIMAL
FARMACIA BOLIVAR III,BOTICA,"CALLE 35 N° 1009 ESQ. CON 
ROSA",OBRERA,31000,CHIHUAHUA,CHIHUAHUA,08019100006,01/06/2005,VACUNAS
FARMACIA CONSTITUCION,FARMACIA,EMILIANO ZAPATA S/N,EJIDO CONSTITUCION,31881,BUENAVENTURA,CHIHUAHUA,08010090007,01/06/2005,PSICOTRÓPICOS
FARMACIA SMART CARLOS AMAYA,FARMACIA,"PERIMETRAL CARLOS AMAYA 
N° 447",INDUSTRIAL,32670,JUÁREZ,CHIHUAHUA,08037090201,01/06/2005,PSICOTRÓPICOS
"BOTICA INTRAHOSP. DE LA UNIDAD DE MEDICINA FAMILIAR 
N° 24",BOTICA,ABRAHAM GONZALEZ N° 403,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036100002,01/06/2005,ANTITOXINAS DE ORIGEN ANIMAL
"HOSPITAL MEDICA SIERRA, S. A. DE C. V.",FARMACIA,"NICOLAS BRAVO Y 21 DE 
MARZO N°",PROGRESO,31550,CUAUHTEMOC,CHIHUAHUA,08017090039,01/06/2005,PSICOTRÓPICOS
DEL AHORRO FARMACIA,FARMACIA,AV. TECNOLOGICO N° 61,GUADALUPE SAN ANTONIO,33850,HIDALGO DEL PARRAL,CHIHUAHUA,08032090019,02/06/2005,SUEROS DE ORIGEN ANIMAL
BOTICA SAN ANTONIO,FARMACIA,3a. N° 310,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090039,02/06/2005,PSICOTRÓPICOS
FARMACIA DE DESCUENTO POLANCO,FARMACIA,CALLE 4a. PTE. N° 100,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090018,10/06/2005,ESTUPEFACIENTES
FARMACIA DEL PUEBLO,FARMACIA,AV. RIO CONCHOS PTE. 423-A,COL. CENTRO,33000,DELICIAS,CHIHUAHUA,08021090019,10/06/2005,PSICOTRÓPICOS
FARMACIA ANDREA,FARMACIA,AV. JUAN ESCUTIA N° 1901-B,FRACC. GLORIA,31130,CHIHUAHUA,CHIHUAHUA,08019090119,13/07/2005,PSICOTRÓPICOS
FARMACIA VERONICA,FARMACIA,HIDALGO N° 1001,"COL. CENTRO, LOC. RICARD",31880,BUENAVENTURA,CHIHUAHUA,08010090008,14/07/2005,PSICOTRÓPICOS
FARMACIA ECOFARMA,FARMACIA,"AV. AGRICULTURA PTE. N° 
501",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090020,14/07/2005,TOXOIDES
FARMACIA SORIANA CUAUHTEMOC,FARMACIA,"CALLE FERNANDO BAEZA N° 
2835 Y",BARRIO LERDO,31520,CUAUHTEMOC,CHIHUAHUA,08017090039,15/07/2005,TOXOIDES
FARMACIA GUADALUPE,FARMACIA,AV. JUAREZ N° 459,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036090009,15/07/2005,TOXOIDES
FARMACIA CLINICA LAS AMERICAS,FARMACIA,CALLE ZUBIRAN N° 3200,DALE,31050,CHIHUAHUA,CHIHUAHUA,08019090123,29/07/2005,TOXOIDES
FARMACIAS BENAVIDES S. A. DE C. V.   SUCURSAL CHAMIZAL,FARMACIA,AV. JUAREZ N° 852,COL. CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090202,16/08/2005,HEMODERIVADOS
"FARMACIAS BENAVIDES S.A .DE C. V.  SUCURSAL 16 DE 
SEPTIEMBRE",FARMACIA,"AV. 16 DE SEPTIEMBRE   OTE. 
N°",CENTRO,64000,JUÁREZ,CHIHUAHUA,08037090203,16/08/2005,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V.  SUSCURSAL GUERNIKA",FARMACIA,"AV. HERMANOS ESCOBAR N° 
3213",FRACCIONAMIENTO LA PLAYA,32310,JUÁREZ,CHIHUAHUA,08037090204,16/08/2005,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V. SUCURSAL SANTA FE",FARMACIA,AV. JUÁREZ N° 597,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090205,19/08/2005,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V. SUCURSAL MÉDICA 
SUR",FARMACIA,"AV. EJERCITO NACIONAL N° 
6325",FRACCIONAMIENTO LOS PORT,32395,JUÁREZ,CHIHUAHUA,08037090206,19/08/2005,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V.  SUCURSAL RÍO 
GRANDE",FARMACIA,"AV. PASEO TRIUNFO DE LA 
REPÚBL",COL. MONUMENTAL,32310,JUÁREZ,CHIHUAHUA,08037090207,19/08/2005,HEMODERIVADOS
FARMACIA LA VICTORIA,FARMACIA,CALLE MELON N° 6869,EL GRANJERO,32690,JUÁREZ,CHIHUAHUA,08037090208,12/09/2005,PSICOTRÓPICOS
FARMACIA SMART RIO GRANDE,FARMACIA,"PASEO TRIUNFO DE LA 
REPUBLICA",FRACC. MONUMENTAL,32310,JUÁREZ,CHIHUAHUA,08037090209,12/09/2005,PSICOTRÓPICOS
FARMACIA YOLI,FARMACIA,"FRANCISCO BACA GALLARDO 
N° 675",LA CUESTA,32650,JUÁREZ,CHIHUAHUA,08037090211,12/09/2005,PSICOTRÓPICOS
FARMACIA MARGARITA,FARMACIA,5 DE FEBRERO N° 907,"CENTRO, RICARDO FLORES M",31880,BUENAVENTURA,CHIHUAHUA,08010090009,10/10/2005,PSICOTRÓPICOS
FARMACIA  HIDALGO LA VILLA,FARMACIA,AV. TECNOLOGICO N° 7930,FRACC. FRANCISCO VILLA,31134,CHIHUAHUA,CHIHUAHUA,08019090122,17/10/2005,HEMODERIVADOS
FARMACIA LA UNICA,FARMACIA,AV. 3a NORTE N° 515,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090021,24/10/2005,PSICOTRÓPICOS
FARMACIA DEL CENTRO,FARMACIA,"MIGUEL AHUMADA N° 208 
NTE","CENTRO, AHUMADA",32800,JUÁREZ,CHIHUAHUA,08037090212,27/10/2005,PSICOTRÓPICOS
FARMACIA SELECTA,FARMACIA,HIDALGO N° 1115,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090039,18/11/2005,PSICOTRÓPICOS
FARMACIA SORIANA,FARMACIA,"AV. ARCOS DE LAS ESTRELLAS 
N°",ARCOS,31137,CHIHUAHUA,CHIHUAHUA,08019090124,14/12/2005,PSICOTRÓPICOS
FARMACIA WAL MART DELICIAS,FARMACIA,AV. TECNOLOGICO N° 2,NUEVO TERRAZAS,33020,DELICIAS,CHIHUAHUA,08021090022,15/12/2005,HEMODERIVADOS
"FARMACIA BENAVIDES, S.A. DE C.V.",FARMACIA,CALLE CUARTA N° 102,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090125,05/01/2006,HEMODERIVADOS
CLINICA SELECTA,BOTICA,NICOLAS BRAVO N° 200,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019100008,10/01/2006,PSICOTRÓPICOS
FARMACIA LAURA,FARMACIA,AV. BENITO JUAREZ 409,CENTRO,33700,CAMARGO,CHIHUAHUA,08011090006,12/01/2006,PSICOTRÓPICOS
CLINICA DEL PARQUE,FARMACIA,"DR PEDRO LEAL RODRIGUEZ 
N° 180",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090126,13/01/2006,HEMODERIVADOS
"SUPERMERCADO GONZALEZ DE ALTAVISTA, S.A. DE C.V.",FARMACIA,LUCERO N° 9050,COL. PRADERA DE LA SIERR,32696,JUÁREZ,CHIHUAHUA,08037090213,27/02/2006,TOXOIDES
CLINICA DE METADONA,DROGUERIA,JUAREZ  N° 4307,,31350,CHIHUAHUA,CHIHUAHUA,08019100009,27/02/2006,ESTUPEFACIENTES
FARMACIA ESTRELLA,FARMACIA,HIDALGO y 9a  N° 707,CONSTITUCIÓN,32881,OJINAGA,CHIHUAHUA,08052090005,28/02/2006,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S.A. DE C.V.",FARMACIA,16 DE SEPTIEMBRE N° 301,CENTRO,32300,JUÁREZ,CHIHUAHUA,08037090218,04/04/2006,PSICOTRÓPICOS
FARMACIAS BENAVIDES,FARMACIA,AV. JUÁREZ  N° 647-A,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090217,04/04/2006,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S.A. DE C.V.",FARMACIA,AV. RAFAEL VELARDE N° 290,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090216,04/04/2006,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S.A. DE C.V.",FARMACIA,"AV. AMERICAS N° 105, NORTE",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090215,04/04/2006,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S.A. DE C.V.",FARMACIA,"AV. HERMANOS ESCOBAR N° 
2898",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090214,04/04/2006,PSICOTRÓPICOS
ALVARO JURADO ALONSO,FARMACIA,ESMERALDA N° 5309,SECTOR ROBINSON,31376,CHIHUAHUA,CHIHUAHUA,08019090127,18/04/2006,TOXOIDES
"FARMACIA CHRITUS MUGUERZA  DEL PARQUE, S.A. DE C.V.",FARMACIA,"DR. PEDRO LEAL RODRIGUEZ 
N° 18",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090128,20/04/2006,TOXOIDES
DEL AHORRO FARMACIA,FARMACIA,"PROLONGACIÓN JUAN 
RANGEL DE BI",ALTAVISTA,33860,HIDALGO DEL PARRAL,CHIHUAHUA,08032090020,16/05/2006,SUEROS DE ORIGEN ANIMAL
FARMACIA AHORRO,FARMACIA,JESUS GARCIA N° 80,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090021,16/06/2006,PSICOTRÓPICOS
SUPER FARMACIA SUCURSAL LAS QUINTAS,FARMACIA,AV. ORTIZ MENA 191,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090022,23/06/2006,TOXOIDES
FARMACIA CHRISTUS MUGUERZA DEL PARQUE,FARMACIA,"DR. PEDRO LEAL RODRIGUEZ 
N° 18",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090129,20/07/2006,HEMODERIVADOS
FARMACIA TEO III,FARMACIA,AV. AMERICAS N° 720-A,MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090219,20/07/2006,PSICOTRÓPICOS
"FARMACIA INTRAHOSPITALARIA CHRISTUS MUGUERZA DEL 
PARQUE",FARMACIA,"DR. PEDRO LEAL RODRIGUEZ 
N° 18",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090130,27/07/2006,PSICOTRÓPICOS
"FARMACIAS DE SUPER DESCUENTO DE CHIHUAHUA, S.A. DE 
C.V.",FARMACIA,21a N° 5,Centro,31000,CHIHUAHUA,CHIHUAHUA,08019090131,03/08/2006,SUEROS DE ORIGEN ANIMAL
"FARMACIAS DE SUPER DESCUENTO DE CHIHUAHUA, S.A. DE 
C.V.",FARMACIA,ALDAMA N° 1510,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090132,03/08/2006,SUEROS DE ORIGEN ANIMAL
"FARMACIA DE SUPERAHORRO DE CHIHUAHUA, S. A. DE C. V.",FARMACIA,AV. UNIVERSIDAD N° 2709,SAN FELIPE,31320,CHIHUAHUA,CHIHUAHUA,08019090134,09/08/2006,SUEROS DE ORIGEN ANIMAL
"FARMACIA DE SUPERAHORRO DE CHIHUAHUA, S. A. DE C. V.",FARMACIA,CALLE 21A. N° 5,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090135,09/08/2006,SUEROS DE ORIGEN ANIMAL
"FARMACIA DE SUPERAHORRO DE CHIHUAHUA, S. A. DE C. V.",FARMACIA,ALDAMA N° 1510,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090136,09/08/2006,SUEROS DE ORIGEN ANIMAL
FARMACIA DEL ROSARIO,FARMACIA,"BVLD. OSCAR FLORES 
SANCHEZ N°",LA CUESTA 1,32650,JUÁREZ,CHIHUAHUA,08037090210,10/08/2006,PSICOTRÓPICOS
"BOTICA INTRAHOSPITALARIA DEL ISSSTE, NUEVO CASAS 
GRANDES",BOTICA,"DEL PRADO Y 20 DE 
NOVIEMBRE",CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050100003,23/08/2006,PSICOTRÓPICOS
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",FARMACIA,"PEDRO ROSALES DE LEON N° 
7510-",FUENTES DEL VALLE,32500,JUÁREZ,CHIHUAHUA,08037090220,06/09/2006,HEMODERIVADOS
FARMACIA PERLA¨S,FARMACIA,AV. INDEPENDENCIA S/N,"BARRIO SOCORRO RIVERA, N",31941,MADERA,CHIHUAHUA,08040090003,11/09/2006,PSICOTRÓPICOS
FARMACIA LA POPULAR,FARMACIA,"AV. 3a PONIENTE 5a 
PONIENTE",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090023,25/09/2006,PSICOTRÓPICOS
FARMACIA  OASIS,FARMACIA,CALLE CENTRAL S/N,OASIS,32890,OJINAGA,CHIHUAHUA,08054090002,02/10/2006,PSICOTRÓPICOS
FARMACIAS DEL BRAVO,FARMACIA,AV. JUAREZ N° 783-B,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090221,13/10/2006,PSICOTRÓPICOS
FARMACIA MEDDYCA,FARMACIA,35a N° 1201,OBRERA,31350,CHIHUAHUA,CHIHUAHUA,08019090137,16/10/2006,SUEROS DE ORIGEN ANIMAL
FARMACIA HIDALGO UNIVERSIDAD,FARMACIA,AV. UNIVERSIDAD N° 2721,PARQUES DE SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090138,27/10/2006,PSICOTRÓPICOS
FARMACIA JUAVI,FARMACIA,DOMICILIO CONOCIDO S/N,LA PAZ,33269,GRAN MORELOS,CHIHUAHUA,08026090001,10/11/2006,PSICOTRÓPICOS
FARMACIA MODERNA,FARMACIA,MORELOS 770,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090222,21/11/2006,PSICOTRÓPICOS
"TIENDAS SORIANA, S.A. DE C.V. (FARMACIA SORIANA)",FARMACIA,"AV. SILVESTRE TERRAZAS N° 
9001",ROMON REYES,31414,CHIHUAHUA,CHIHUAHUA,08019090139,22/11/2006,SUEROS DE ORIGEN ANIMAL
FARMACIA LA UNICA,FARMACIA,BLVD. OSCAR FLORES NO. 9,CONSTITUCIÓN,32880,OJINAGA,CHIHUAHUA,08052090007,07/12/2006,SUEROS DE ORIGEN ANIMAL
FARMACIA GRISS,FARMACIA,TERCERA N° 511,CENTRO,31940,MADERA,CHIHUAHUA,08040090004,07/12/2006,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA SAN MARTIN,FARMACIA,"SOR JUANA INES DE LA CRUZ 
N° 2",SANTO NIÑO,31320,CHIHUAHUA,CHIHUAHUA,08019090140,07/12/2006,HEMODERIVADOS
CENTRO DE REHABILITACION INFANTIL TELETON CHIHUAHUA,BOTICA,BLVD JUAN PABLO  II  N° 4101,ZONA INDUSTRIAL ROBINSON,31074,CHIHUAHUA,CHIHUAHUA,08019100009,10/01/2007,PSICOTRÓPICOS
FARMACIAS BENAVIDES SUCURSAL MIRADOR,FARMACIA,AV. MIRADOR N° 5900,RESIDENCIAL CAMPESTRE II,31238,CHIHUAHUA,CHIHUAHUA,08019090141,01/02/2007,HEMODERIVADOS
FARMACIAS BENAVIDES SUCURSAL LAGOS,FARMACIA,AV. TECNOLOGICO N° 6910,LAGOS,31120,CHIHUAHUA,CHIHUAHUA,08019090143,02/02/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUC. NUEVA ESPAÑA",FARMACIA,AV. NUEVA ESPAÑA N° 2400,DIVISION DEL NORTE,31095,CHIHUAHUA,CHIHUAHUA,08019090142,02/02/2007,HEMODERIVADOS
FARMACIAS BENAVIDES SUCURSAL CHIHUAHUA II,FARMACIA,CALLE CUARTA  N° 102,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090144,02/02/2007,HEMODERIVADOS
FARMACIA MADERA,FARMACIA,1a y ALDAMA N° 1200 A,CENTRO,31943,MADERA,CHIHUAHUA,08040090005,01/03/2007,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA Y  MERCERIA  WALL,FARMACIA,"CAMPO 101, CARRETERA, 
CUAUHTEM",VIANA,31610,CUAUHTEMOC,CHIHUAHUA,08017090039,01/03/2007,TOXOIDES
"FARMACIAS BENAVIDES, SUCURSAL CHIHUAHUA 2000",FARMACIA,FEDOR DOSTOYEVSKY N° 706,CHIHUAHUA 2000,31109,CHIHUAHUA,CHIHUAHUA,08019090145,07/03/2007,HEMODERIVADOS
ISSSTE OJINAGA,FARMACIA,"AV. GUSTAVO  DOMINGUEZ 
N° 300",COL. CONSTITUCIÓN,32880,OJINAGA,CHIHUAHUA,08052090008,12/03/2007,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, SUCURSAL ALDAMA Y QUINTA",FARMACIA,ALDAMA  N° 505,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090148,12/03/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL PARQUE LERDO",FARMACIA,"AV. MELCHOR OCAMPO N° 
1802 A",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090146,12/03/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL DIVISIÓN DEL NORTE",FARMACIA,DIVISIÓN DEL NORTE  N° 200,SAN FELIPE,31240,CHIHUAHUA,CHIHUAHUA,08019090147,12/03/2007,HEMODERIVADOS
"FARMACIA CUAUHTEMOC, SUCURSAL CAMPO 6 1/2",FARMACIA,CAMPO 6 1/2  400,MENONITA,31500,CUAUHTEMOC,CHIHUAHUA,08017090039,23/03/2007,SUEROS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, SUCURSAL REGIS",FARMACIA,CALLE RIO SAN PEDRO  N° 100,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090024,02/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL LA SIERRA",FARMACIA,SILVESTRE TERRAZAS N° 9000,LOS PINOS,31416,CHIHUAHUA,CHIHUAHUA,08019090149,02/04/2007,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, SUCURSAL CUAUHTEMOC",FARMACIA,MORELOS N° 500,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090039,02/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL MEOQUI",FARMACIA,HIDALGO N° 202,CENTRO,33130,MEOQUI,CHIHUAHUA,08045090004,02/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL ARQUITECTOS",FARMACIA,"AV. RAMON RAYON N° 2072 
INT. 3",HORIZONTES DEL SUR,32590,JUÁREZ,CHIHUAHUA,08037090223,09/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL SANTA FE",FARMACIA,AV. JUAREZ N° 597,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090224,09/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL JILOTEPEC",FARMACIA,AV. JILOTEPEC N° 10110,INFONAVIT JUAREZ NUEVO,32583,JUÁREZ,CHIHUAHUA,08037090225,09/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL AZTECAS",FARMACIA,AV. DE LOS AZTECAS N° 8608,GRANJAS CHAPULTEPEC,32677,JUÁREZ,CHIHUAHUA,08037090226,09/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL GRANJERO",FARMACIA,AV. GRANJERO  N° 7871,FRACCIONAMIENTO OASIS,32690,JUÁREZ,CHIHUAHUA,08037090227,09/04/2007,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, SUCURSAL 16 DE SEPTIEMBRE",FARMACIA,"AV.16 DE SEPTIEMBRE OTE N° 
186",CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090228,09/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL MINA",FARMACIA,RAFAEL VELARDE N° 435,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090229,09/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL CADMIO",FARMACIA,"AV. 16 DE SEPTIEMBRE  N° 
4012",DURANGO,64750,JUÁREZ,CHIHUAHUA,08037090230,10/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL SATELITE",FARMACIA,"CARRETERA JUÁREZ 
PORVENIR N° 1",FIDEL AVILA,32540,JUÁREZ,CHIHUAHUA,08037090231,10/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL VENUSTIANO CARRANZA",FARMACIA,AV.16 DE SEPTIEMBRE S/N,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090232,26/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL CAMPESTRE",FARMACIA,"BLVD. MANUEL GOMEZ 
MORIN  N° 7",FRACC. RINCONES DE SAN M,32450,JUÁREZ,CHIHUAHUA,08037090233,26/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL AMERICAS",FARMACIA,"AV. AMERICAS N° 1149 
NORTE",HIDALGO,32000,JUÁREZ,CHIHUAHUA,08037090234,30/04/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL PLAZA JUAREZ",FARMACIA,"AV. EJERCITO NACIONAL N° 
6750",PARTIDO IGLESIAS,32610,JUÁREZ,CHIHUAHUA,08037090235,30/04/2007,HEMODERIVADOS
