ESTABLECIMIENTO,GIRO,CALLE,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES 
GRUPO I), (PSICOTRÓPICOS GRUPOS  
II, III), VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS, 
(I,II,III,V,T,S,A,H) METADONA, 
OXYCONTIN)"
"CENTRO DE 
REHABILITACIÓN DE 
ADICCIONES CENTRO 
NUEVA VIDA SALAMANCA",BOTICA,AV. DE LOS DEPORTES No. 513,DEPORTIVO,36743,SALAMANCA,GUANAJUATO,11027100062,11-dic-17,PSICOTROPICOS FRACCION II y III
FARMACIA GUADALAJARA,FARMACIA,"RUBEN DARIO NO. 595 COL. EL 
PERUL",EL PERUL,36764,SALAMANCA,GUANAJUATO,11027090003,16-ago-13,"II y III, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"DIMESA ANEXA A CESSA 
VALTIERRILLA",BOTICA,"SOR JUANA INES DE LA CRUZ 
NO. 401",VALTIERRILLA,36881,SALAMANCA,GUANAJUATO,11027090005,21-oct-13,"I,II Y III, VACUNAS, TOXOIDES Y 
SUEROS"
"HOSPITAL COMUNITARIO 
SAN DIEGO DE LA UNION",FARMACIA,MADERO NO. 3,LOMAS DE GUADALUPE,C.P.37850,SAN DIEGO DE LA UNION,GUANAJUATO,11029090001,28-ago-12,"ESTUPEFACIENTES GRUPO I, 
PSICOTROPICOS GRUPO II III, 
VACUNAS TOXOIDES SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL 
HEMODERIVADOS"
"""ISSEG No. 28""",FARMACIA,"JARDIN HIDALGO NO. 18 
CENTRO",CENTRO,C.P. 37850,SAN DIEGO DE LA UNION,GUANAJUATO,11029090005,02-may-16,"PSICOTRÓPICOS GRUPO II, III , 
VACUNAS, TOXOIDES,SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
MI BODEGA SAN FELIPE,FARMACIA,AV. COLÓN NO. 608,CENTRO,C.P. 37600,SAN FELIPE,GUANAJUATO,11030090001,10-oct-12,"PSICOTRÓPICOS GRUPO II, III vacunas, 
toxoides, sueros antitoxinas hemoderivado"
I.S.S.E.G No. 86,FARMACIA,"BLVD. JOSEFA ORTIZ DE 
DOMINGUEZ NO. 619 INT.3",CENTRO,36250,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090003,18-ene-13,"PSICOTROPICOS FRACCIONES II Y III, 
VACUNAS,TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS."
"""ISSEG No. 67""",FARMACIA,PORTAL HIDALGO No. 108-A,CENTRO,36890,PUEBLO NUEVO,GUANAJUATO,11031090024,25-jun-12,"II y III, VACUNAS, TOXOIDES , SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"ANEXA AL HOSPITAL 
COMUNITARIO DE SAN 
FRANCISCO DEL RINCON",BOTICA,"BLVD. PANAMA ESQUINA  
JUAN GARCIA",SAN MIGUEL,36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031100003,06-sep-10,"ESTUPEFACIENTES GRUPO I , 
PSICOTROPICOS GRUPO II, GRUPO III, 
VACUNAS, TOXOIDES,SUEROS DE 
ORIGEN ANIMAL,ANTITOXINAS DE 
ORIGEN ANIMAL  Y HEMODERIVADOS"
NEOTRIMA S.A. DE C.V.,FARMACIA,GALEANA No. 430,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090001,16-oct-12,"II  y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"FARMACIA ANEXA A 
HOSPITAL MATERNO",FARMACIA,"BLVD. BICENTENARIO DE LA 
DE LA INDEPENDENCIA S/N.",CENTRO,37900,SAN LUIS DE LA PAZ,Guanajuato,11033090002,09-oct-13,"ESTUPEFACIENTES , PSICOTROPICOS 
II y III, VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, HEMODERIVADOS 
Y BIOLOGICOS"
"HOSPITAL MATERNO SAN 
LUIS DE LA PAZ""",FARMACIA,"BICENTENARIO DE LA 
INDEPENDENCIA S/N",SIN COLONIA,37911,SAN LUIS DE LA PAZ,GUANAJUATO,11033090003,01-nov-13,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"HOSPITAL MATERNO SAN 
LUIS DE LA PAZ""",FARMACIA,"BICENTENARIO DE LA 
INDEPENDENCIA S/N",SIN COLONIA,37911,SAN LUIS DE LA PAZ,GUANAJUATO,11033090003,01-nov-13,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"HOSPITAL GENERAL SAN 
LUIS DE LA PAZ2",FARMACIA,"KM.1.8 CARRETERA SAN LUIS 
DE LA PAZ A POZOS",CERRO PRIETO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090004,01-nov-13,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
FARMACIAS DEL AHORRO,FARMACIA,IGNACIO ALLENDE No. 102,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090001,13-may-13,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""DIMESA ANEXA A CAISES 
JUVENTINO ROSAS""",BOTICA,MATAMOROS No. 202,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090002,23-oct-13,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERVADOS"
"""DIMESA ANEXA A 
HOSPITAL COMUNITARIO 
JUVENTINO ROSAS""",BOTICA,"JOSÉ MARÍA VASCONCELOS 
No. 101",VILLA MAGISTERIAL,38240,JUVENTINO ROSAS,GUANAJUATO,11035100003,23-oct-13,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERVADOS"
"FARMACIA ANEXA A 
MEDICAL AND HEALTH 
DEL BAJIO SA DE CV",FARMACIA,"BLVD. MINERAL DE 
VALENCIANA NO. 203-B",PUERTO INTERIOR,36275,SILAO,GUANAJUATO,11037090001,16-abr-13,"ESTUPEFACIENTES GRUPO I, 
PSICOTROPICOS GRUPOS II Y III, 
TOXOIUDES, SUEROS Y 
HEMODERIVADOS"
SORIANA,FARMACIA,"PROLONGACION 5 DE MAYO 
No. 112.",LAJOYITA,36100,SILAO,GUANAJUATO,11037090014,08-may-08,"II Y III,Biologicos"
"MI BODEGA AURRERA 
TARIMORO",FARMACIA,RAFAEL RAMÍREZ No. 68,CENTRO,38700,TARIMORO,GUANAJUATO,11039090002,01-nov-12,"II y III , VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""ANEXA A UMAPS CERRO 
PRIETO""",BOTICA,CALLE PRINCIPAL S/N,CERRO PRIETO,38713,TARIMORO,GUANAJUATO,11039100001,27-jun-12,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
DE JESUS,FARMACIA,VICTORIA No. 78,CENTRO,38400,VALLE DE SANTIAGO,GUANAJUATO,11042090001,23-oct-12,II y III
"DIMESA ANEXA A 
HOSPITAL GENERAL DE 
VALLE DE SANTIAGO",BOTICA,BLVD. CAMEMBARO No. 1,TEPAMAL,38400,VALLE DE SANTIAGO,GUANAJUATO,11042100001,28-oct-13,"I, II y III, VACUNAS,  TOXOIDES,Y 
SUEROS"
"DIMESA ANEXA A CAISES 
VALLE DE SANTIAGO",BOTICA,EMILIO CARRANZA No. 9,CENTRO,38400,VALLE DE SANTIAGO,GUANAJUATO,11042100003,31-oct-13,"IIII y III, VACUNAS, TOXOIDES Y SUEROS"
"DIMESA ANEXA A 
HOSPITAL COMUNITARIO 
VILLAGRÁN",BOTICA,"PROLONGACIÓN MORELOS 
No. 2 OTE.",CENTRO,38260,VILLAGRAN,GUANAJUATO,11044100002,31-oct-13,"ESTUPEFACIENTES FRACCION 
I,PSICOTROPICOS FRACCION  II y 
FRACCION III, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL Y 
HEMODERIVADOS"
ANEXA A CAISES YURIRIA,FARMACIA,VICTORIA No. 9,CENTRO,38940,YURIRIA,GUANAJUATO,11046090003,17-sep-13,"I, II y III, VACUNAS, TOXOIDES, SUEROS."
FARMACIA GUADALAJARA,FARMACIA,"CALLE LEON NO. 801 COL. EL 
EDEN",EL EDEN,36790,SALAMANCA,GUANAJUATO,11046090005,09-oct-13,"II Y III, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DIMESA ANEXA A 
HOSPITAL COMUNITARIO 
DE YURIRIA",BOTICA,"BLVD. DEL BICENTENARIO NO. 
100 COL. GUADALUPANA",GUADALUPANA,38940,YURIRIA,GUANAJUATO,11046100004,19-sep-13,"I,II,III, VACUNAS, TOXOIDES Y SUEROS"
,FARMACIA,"DIMESA ANEXA A HOSPITAL 
COMUNITARIO DE YURIRIA",CENTRO,38940,YURIRIA,GUANAJUATO,11046100004,19-sep-13,"I,II Y III, VACUNAS,TOXOIDES Y SUEROS"
"""CAISES VILLAGRAN""",BOTICA,"FRANCISCO JAVIER MINA No. 
416",CENTRO,38260,VILLAGRAN,GUANAJUATO,1044100004,16-ago-11,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
FARMACIA CND,FARMACIA,4 DE DICIEMBRE No. 500,SAN MIGUEL,36360,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090002,05-dic-12,"PSICOTROPICOS GRUPO II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE"
"""ISSEG No. 30""",FARMACIA,BRAVO No. 602,BANDA DE ABAJO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11001090001,20-sep-01,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""ISSEG No. 1""",FARMACIA,"LERDO OTE. No.114,",CENTRO,36970,ABASOLO,GUANAJUATO,11001090001,20-sep-01,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,LERDO No. 129,CENTRO,36970,ABASOLO,GUANAJUATO,11001090002,19-abr-02,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""ANEXA A CLINICA SANTA 
ELVIRA""",BOTICA,5  DE MAYO No. 101,CENTRO,36970,ABASOLO,GUANAJUATO,11001090003,08-ene-04,"II y III, VACUNAS,TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""CENTRO DE ATENCIÓN 
INTEGRAL DE SERV. 
ESENCIALES DE SALUD 
ABASOLO""",FARMACIA,MORELOS No. 224,CENTRO,36970,ABASOLO,GUANAJUATO,11001090005,08-jul-11,"I, II y III, VACUNAS Y TOXOIDES"
"""DEL PUEBLO""",FARMACIA,MINA No. 304,CENTRO,36970,ABASOLO,GUANAJUATO,11001090006,06-jul-07,"II y III, VACUNAS, TOXOIDES,  SUEROS Y 
ANTITOXINAS"
"""NUEVA""",FARMACIA,PORTAL MORELOS No.104,CENTRO,36970,ABASOLO,GUANAJUATO,11001090006,17-abr-01,II y III
"""FARMACIAS ABC DE 
MEXICO""",FARMACIA,LERDO No. 101,CENTRO,36970,ABASOLO,GUANAJUATO,11001090007,23-may-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""DE LA LUZ""",FARMACIA,PRIMAVERA No. 204-B,CENTRO,36970,ABASOLO,GUANAJUATO,11001090001,18-jun-14,II y III
"""ISSEG No. 175""",FARMACIA,ECHEGARAY No. 308 SUR,CENTRO,36250,ABASOLO,GUANAJUATO,11001090008,19-jun-09,"II y III, VACUNAS, TOXOIDES, II y III, 
SUEROS, ANTITOXINAS, 
HEMODERIVADOS"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,PORTAL HIDALGO. No.123,CENTRO,36970,ABASOLO,GUANAJUATO,11001090009,03-abr-01,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""DEL PERPETUO 
SOCORRO""",FARMACIA,ALDAMA No. 5,CENTRO,36970,ABASOLO,GUANAJUATO,11001090009,09-mar-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""MI BODEGA AURRERA 
ABASOLO""",FARMACIA,JUÁREZ  No. 332-A,CENTRO,36970,ABASOLO,GUANAJUATO,11001090010,23-nov-09,"II y III, VACUNAS,TOXOIDES,SUEROS,II y 
III, ANTITOXINAS Y HEMODERIVADO"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,LERDO No.107,CENTRO,36970,ABASOLO,GUANAJUATO,11001090010,08-may-01,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""DE PADUA""",FARMACIA,LERDO PTE. No.101,CENTRO,36970,ABASOLO,GUANAJUATO,11001090012,23-jul-01,II y III
"""ANEXA A IMSS No. 22""",BOTICA,CALLE MARIA BARVER S/N,LOMAS DE SANTA MARÍA,36970,ABASOLO,GUANAJUATO,11001100002,19-dic-01,"II y III, VACUNAS, TOXOIDES Y 
ANTITOXINAS"
"ANEXA A CLINICA DE 
ESPECIALIDADES 
MEDICAS SANTO NIÑO",BOTICA,GUERRERO  No. 108 PTE.,CENTRO,36970,ABASOLO,GUANAJUATO,11001100003,08-may-07,"II y III, TOXOIDES Y SUEROS"
"""UMAPS ESTACIÓN 
JOAQUÍN""",BOTICA,LEORO S/N,ESTACIÓN JOAQUÍN,36981,ABASOLO,GUANAJUATO,11001100004,13-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""UMAPS PERALTA""",BOTICA,"A UN COSTADO DE LA 
BODEGA CONASUPO",PERALTA,36970,ABASOLO,GUANAJUATO,11001100005,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""UMAPS HUITZATARITO""",BOTICA,"KM. 5 A UN COSTADO DE LA 
CARRETERA HUITZARITARITO,","KM. 5 A UN COSTADO DE 
LA CARRETERA, 
HUITZARITARITO",369700,ABASOLO,GUANAJUATO,11001100006,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""UMAPS LA CARROZA""",BOTICA,"PRINCIPAL ESQ. ESCUELA 
ADOLFO LÓPEZ MATEOS LA 
CARROZA",LA CARROZA,36981,ABASOLO,GUANAJUATO,11001100007,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""UMAPS DE PERALTA""",BOTICA,IGNACIO M. ALTAMIRANO S/N,LABOR DE PERALTA,36970,ABASOLO,GUANAJUATO,11001100008,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""UMAPS VARAL DE 
CABRERA""",BOTICA,"A UN COSTADO DE LA 
TELESECUNDARIA 56",VARAL DE CABRERA,36970,ABASOLO,GUANAJUATO,11001100009,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
SANTITOXINAS"
"""UMAPS JOYA DEL 
CALVILLO""",BOTICA,"A UN COSTADO DE LA 
BODEGA CONASUPO",JOYA DE CALVILLO,36981,ABASOLO,GUANAJUATO,11001100010,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""UMAPS RANCHO NUEVO 
DE LA LUZ""",BOTICA,PRIVADA CUAUHTEMOC S/N,"RANCHO NUEVO DE LA 
LUZ",36970,ABASOLO,GUANAJUATO,11001100011,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
SIN DENOMINACION,FARMACIA,"PASAJE DE LAS FUENTES 
LOCAL 301",,,ACAMBARO,GUANAJUATO,11002090001,17-sep-01,"II III, Biologicos"
"BOTICA ANEXA A 
HOSPITAL CENTRO 
MEDICO GUADALUPANO",BOTICA,"PRIVADA DEL SOLAR NO. 3, O",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090001,24-nov-00,"I,II Y III"
SAN JOSE,FARMACIA,"HIDALGO 54, INCHAMACUARO",,,ACAMBARO,GUANAJUATO,11002090002,18-sep-07,"II III, Biologicos"
"BOTICA ANEXA A 
HOSPITAL GENERAL ZONA 
UMF N. 13",BOTICA,"1 DE MAYO NO. 107,",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090002,29-nov-00,"I, II Y III,biologicos"
"""ANEXA A CLINICA DE ESP. 
DE NESTRA SRA. DE LA 
LUZ""",BOTICA,TULIPANES No. 102,LOMAS DE SANTA MARIA,36970,ABASOLO,GUANAJUATO,11002090002,04-abr-01,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
SAN DIEGO,FARMACIA,MORELOS NO. 1051,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090058,29-jun-18,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
SAN JUAN,FARMACIA,"OCAMPO NO. 167-A,",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090003,18-sep-01,"II III, Biologicos"
ISSEG No. 37,FARMACIA,"1° DE MAYO NO. 1450, COL. 
SAN ISIDRO",,,ACAMBARO,GUANAJUATO,11002090005,21-sep-01,"II III, Biologicos"
GUADALUPE,FARMACIA,"MORELOS NO. 668,",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090006,27-mar-01,"II III, Biologicos"
"SANTA LUCIA, ANEXA A 
HOSPITAL DE ESP. 
MEDICA SANTA FE",FARMACIA,1 DE MAYO No. 213,,,ACAMBARO,GUANAJUATO,11002090007,22-nov-01,"I, II Y III,biologicos"
ISSEG NO. 94,FARMACIA,GUERRERO No. 11-A,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090054,11-ene-18,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
ISIDROS,FARMACIA,HIDALGO No. 286,,,ACAMBARO,GUANAJUATO,11002090009,27-mar-01,"II III, Biologicos"
SANTA ELENA,FARMACIA,"MORELOS NO.148-A NUEVO 
CHUPICUARO",,,ACAMBARO,GUANAJUATO,11002090009,04-mar-03,"I,II Y III"
FARMACIA LUX,FARMACIA,"AV. HIDALGO NO. 805 
INTERIOR 1",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090060,30-may-19,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
ITURBIDE,FARMACIA,"AGUSTIN DE ITURBIDE 117, 
IRAMUCO",,,ACAMBARO,GUANAJUATO,11002090012,29-mar-05,II Y III
DULCE MARIA,FARMACIA,"AV. PRIMERO DE MAYO NO. 
1322",,,ACAMBARO,GUANAJUATO,11002090013,29-mar-03,"II III, Biologicos"
FARMAPRONTO,FARMACIA,MELCHOR OCAMPO NO. 22-A,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090017,23-jun-04,"II III, Biologicos"
REGINA II,FARMACIA,"PASAJE LAS FUENTES NO. 20 
CENTRO",,,ACAMBARO,GUANAJUATO,11002090018,05-abr-01,"II III, Biologicos"
DEL CENTRO,FARMACIA,"HIDALGO NO. 18-D CENTRO 
PARACUARO",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090018,26-jul-04,"II III,"
REGINA II,FARMACIA,HIDALGO NO. 841-A,,,ACAMBARO,GUANAJUATO,11002090018,05-abr-05,"II III, Biologicos"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,MADERO NO. 834 INT.1,CENTRO,,ACAMBARO,GUANAJUATO,11002090020,30-abr-01,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, SUEROS, TOXOIDES, 
ANTITOXINAS DE ORIGEN ANIMAL"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,"MATAMOROS No. 5,",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090021,30-abr-01,"II III, Biologicos"
"ANEXA A MATERNIDAS 
SIGLO XXI",FARMACIA,MANUEL DOBLADO NO.728,,,ACAMBARO,GUANAJUATO,11002090021,10-jun-05,"II Y III,Biologicos"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,HIDALGO No. 698,,,ACAMBARO,GUANAJUATO,11002090022,09-ene-06,"II III, Biologicos"
ISSEG No. 3,FARMACIA,HIDALGO NO. 825,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090006,17-sep-14,"II III, VACUNAS,TOXOIDES, 
ANTITOXINAS DE ORIGEN ANIMAL 
HEMODERIVADOS"
DE JESUS,FARMACIA,"HIDALGO NO. 5, COL. CENTRO 
CHAMACUARO",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090024,03-may-06,"II III, Biologicos"
SANTA MARÍA,FARMACIA,1° MAYO No. 1026-B,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090045,19-oct-16,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
SAN PEDRO,FARMACIA,"TARASCOS NO. 181 CENTRO 
CHUPICUARO",CENTRO,38750,ACAMBARO,GUANAJUATO,11002090026,17-oct-08,"II Y III,VACUNAS,  TOXOIDES, SUEROS,  
ANTITOXINAS"
SAN PEDRO,FARMACIA,FEDERICO MEDRANO NO. 131,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090026,04-jul-06,"II III, Biologicos"
DE JESUS,FARMACIA,"AV. FRANCISCO I. MADERO 
NO. 535-A",,,ACAMBARO,GUANAJUATO,11002090027,05-jul-06,"II III, Biologicos"
FARMACIA DEL HOSPITAL,FARMACIA,MORELOS No. 945-A,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090047,21-dic-16,PSICOTRÓPICOS FRACCIÓN II Y III
SAN ANTONIO,FARMACIA,HIDALGO NO. 512,,,ACAMBARO,GUANAJUATO,11002090029,10-ago-06,"II III, Biologicos"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,MORELOS No. 1037,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090031,15-sep-06,"II III, Biologicos"
LA SALUD,FARMACIA,JUAN ALDAMA NO. 39-B,,,ACAMBARO,GUANAJUATO,11002090032,05-oct-06,"II III, Biologicos"
GUADALAJARA,FARMACIA,PRIMERO DE MAYO NO. 1651,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090033,28-nov-06,"II III, 
VACUNAS,TOXOIDES,SUEROS,ANTITOX
INAS Y HEMODERIVADOS"
ANEXA A TIENDA SORIANA,FARMACIA,AV. 1RO DE MAYO  No. 1657,SAN ISIDRO,38600,ACAMBARO,GUANAJUATO,11002090034,14-dic-10,"I, II Y III,VACUNAS,TOXOIDES,SUEROS Y 
HEMODERIVADOS"
SIN DENOMINACIÓN,FARMACIA,"5 DE FEBRERO No. 954 
CENTRO",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090036,16-abr-10,"I,II Y III"
FRISITA,FARMACIA,MADERO NO. 120  IRAMUCO,CENTRO,38600,ACAMBARO,GUANAJUATO,11002090038,24-may-10,"II III, Biologicos"
"ANEXA A BODEGA 
AURRERA ACAMBARO",FARMACIA,"AV. PRIMERO DE MAYO NO. 
1501",CENTR0,38600,ACAMBARO,GUANAJUATO,11002090039,18-jun-10,"II III, 
VACUNAS,TOXOIDES,SUEROS,ANTITOX
INAS Y HEMODERIVADOS"
"""GUADALAJARA""",FARMACIA,HIDALGO NO. 657,,,ACAMBARO,GUANAJUATO,11002090040,13-abr-11,"II III, Biologicos"
DEL AHORRO,FARMACIA,AV. HIDALGO NO. 670-A,,,ACAMBARO,GUANAJUATO,11002090041,12-ago-11,"I,II Y III"
ISSEG No. 2,FARMACIA,"MORELOS NO. 390,",CENTRO,38600,ACAMBARO,GUANAJUATO,1100209034,22-ago-01,"II III, Biologicos"
"ANEXA A CLINICA SAN 
FRANCISCO",BOTICA,FCO. I MADERO No. 535,,38600,ACAMBARO,GUANAJUATO,11002100002,26-feb-02,"I,II Y III,Biologicos"
ANEXA A UMF  ISSSTE,BOTICA,LAUREL No. 54-A,LOMAS VERDES,38600,ACAMBARO,GUANAJUATO,11002100005,22-may-03,"II III, Biologicos"
"ANEXA A CLINICA LA 
SOLEDAD",BOTICA,OMEGA NO. 5,,,SALVATIERRA,GUANAJUATO,11002100006,26-sep-03,"I,II Y III,Biologicos"
"ANEXA A UMAPS 
MONTEPRIETO",BOTICA,"ALVARO OBREGON NO. 3  
LOC. MONTE PRIETO",CENTRO,38600,ACAMBARO,GUANAJUATO,11002100008,01-jul-09,"VACUNAS, SUEROS"
"ANEXA UMAPS 
ANDOCUTIN",BOTICA,"FRANCISCO I. MADERO NO. 19-
A  LOC. ANDOCUTIN",CENTRO,38600,ACAMBARO,GUANAJUATO,11002100009,01-jul-09,"VACUNAS, SUEROS"
"ANEXA A UMAPS ARROYO 
DE LA LUNA",BOTICA,"PUENTE DE CANTERA 
CENTRO LOC. ARROYO DE 
LUNA",,,ACAMBARO,GUANAJUATO,11002100010,01-jul-09,"II III, Biologicos"
"ANEXA UMAPS SAN JUAN 
JARIPEO",BOTICA,"MORELOS NO. 4 CENTRO SAN 
JUAN JARIPEO",CENTRO,38600,ACAMBARO,GUANAJUATO,11002100011,01-jul-09,"II III, Biologicos"
"ANEXA A UMAPS LOS 
ORGANOS",BOTICA,"EMILIANO ZAPATA S/N 
LOCALIDAD LOS ORGANOS",,,ACAMBARO,GUANAJUATO,11002100012,03-jul-09,"VACUNAS, SUEROS"
"ANEXA A UMAPS SAN 
MATEO TOCUARO",BOTICA,"ZARAGOZA S/N LOC.SAN 
MATEO TOCUARO",,,ACAMBARO,GUANAJUATO,11002100013,03-jul-09,VACUNAS Y SUEROS
"ANEXA A UMAPS 
CHUPICUARO",BOTICA,"MORELOS NO. 59 LOCALIDAD 
DE CHUPICUARO",,,ACAMBARO,GUANAJUATO,11002100014,03-jul-09,"VACUNAS, SUEROS"
"ANEXA A UMAPS 
PARACUARO",BOTICA,"JAVIER MINA S/N CENTRO 
LOCALIDAD PARACUARO",,,ACAMBARO,GUANAJUATO,11002100015,08-jul-09,"II III, Biologicos"
ANEXA UMAPS GAYTAN,BOTICA,"HIDALGO S/N CENTRO LOC.   
DE GAYTAN",,,ACAMBARO,GUANAJUATO,11002100016,06-ago-09,"VACUNAS, SUEROS"
"ANEXA AUMAPS LA 
CONCEPCIÓN",BOTICA,"CORREGIDORA NO. 5 CENTRO 
LOCALIDAD LA CONCEPCIÓN",,,ACAMBARO,GUANAJUATO,11002100018,07-ago-09,VACUNAS Y SUEROS
"ANEXA A UMAPS 
CHAMACUARO",BOTICA,"PRIVADA HIDALGO NO. 3 
CENTRO CHAMACUARO",CENTRO,38600,ACAMBARO,GUANAJUATO,11002100019,17-ago-09,"VACUNAS, SUEROS"
